発売日,メーカー,タイトル,ハード,容量(bit),ジャンル,価格,ジョブカテゴリ,カウント,⭐クロスレビュー(評価),👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
1995-09-22,ヘクト,新・将棋倶楽部,SFC,4M,PZL,"￥12,800","￥13,000代",0,-,,,,,,,,
1995-09-22,エンジェル,美少女戦士セーラームーン～AnotherStory～,SFC,24M,RPG,"￥11,800","￥12,000代",0,-,,,,,,,有澤孝紀,
1995-09-22,EAV,ジャングルストライク,SFC,16M,SHT,"￥9,900","￥10,000代",0,-,,,,,,,,
1995-09-22,コナミ,実況ワールドサッカー2FIGHTINGELEVEN,SFC,24M,SPT,"￥9,980","￥10,000代",0,-,,,,,,,,
1995-09-22,バリエ,朝日新聞連載加藤一二三九段将棋心技流,SFC,8M,TBL,"￥12,300","￥12,500代",0,-,,,,,,,,
1995-09-29,ヴァージンインタラクティブ,美食戦隊薔薇野郎,SFC,16M,ACT,"￥9,800","￥10,000代",0,-,,,藤島聡,斎藤智晴|延東史朗|山崎友幸|斎藤智晴|延東史朗|山崎友幸,おがわいっこう,,柏木章|野中市郎|梅木克彦,
1995-09-29,エニックス,ハーメルンのバイオリン弾き,SFC,12M,ACT,"￥9,600","￥9,500代",0,-,,,,中嶋敦子,田中公平,今川泰宏,,
1995-09-29,アスミック,ダービージョッキー2,SFC,12M,ETC,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-09-29,ケイエスエス,ウェディングピーチ,SFC,8M,ETC,"￥9,800","￥10,000代",0,-,,,,只野和子,長谷川智樹|神津裕之,富田祐弘|谷沢直|テンユウ,,
1995-09-29,KANEKO,全日本GT選手権,SFC,16M,RCG,"￥9,980","￥10,000代",0,-,,,,,,,,
1995-09-29,アスキー,ウィザードリィⅥ禁断の魔筆,SFC,24M,RPG,"￥12,800","￥13,000代",0,-,,,,,,,,
1995-09-29,データイースト,METALMAXRETURNS(メタルマックス･リターンズ),SFC,32M,RPG,"￥12,800","￥13,000代",0,-,,,,,,,,
1995-09-29,東宝,火の皇子ヤマトタケル,SFC,24M,RPG,"￥10,800","￥11,000代",0,-,,,,,,,,
1995-09-29,トミー,魔法騎士レイアース,SFC,12M,RPG,"￥9,800","￥10,000代",0,-,,,,石田敦子|山根理宏(モンスター)|門之園恵美,松尾早人,CLAMP,,
1995-09-29,ナグザット,ホーリーアンブレラドンデラの無謀!!,SFC,20M,RPG,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-09-29,バンプレスト,ヴェルヌ・ワールド,SFC,20M,RPG,"￥11,800","￥12,000代",0,-,,,,,,,,
1995-09-29,アスキー,サージェント・サンダース・コンバット!,SFC,12M,SLG,"￥12,800","￥13,000代",0,-,,,,,,,,
1995-09-29,ケイエスエス,平安風雲伝,SFC,12M,SLG,"￥11,800","￥12,000代",0,-,,,,政田拡志|森本幸雄|新田真一|服部嘉人|梶原秀一,山下絹代|倉橋真也|水谷郁,森本幸雄,高野秀夫,
1995-09-29,パック・イン・ビデオ,AⅢS.V.,SFC,16M,SLG,"￥10,800","￥11,000代",0,-,,,,,,,,
1995-09-29,コナミ,NBA実況バスケットウイニングダンク,SFC,24M,SPT,"￥10,800","￥11,000代",0,30,,,,,,,,
1995-09-29,エニックス,常勝麻雀天牌,SFC,8M,TBL,"￥8,900","￥9,000代",0,-,,,,,,,,
1995-09-29,エンジェル,ノーマーク爆牌党史上最強の雀士達,SFC,12M,TBL,"￥10,800","￥11,000代",0,-,,,,,,,,
1995-09-29,ショウエイシステム,HEIWAパチンコワールド2,SFC,24M,TBL,"￥10,800","￥11,000代",0,-,,,,,仲里幸広,,,
1995-09-30,スクウェア,聖剣伝説3,SFC,32M,RPG,"￥11,400","￥11,500代",80,-,,田中弘道,吉枝悟|村田琢|斉藤正明|宮川義之|小方悟史|鈴木秀典|守屋俊|鈴木和夫,石井浩一|結城信輝|磯野宏夫,菊田裕樹,,鶴園哲久,
1995-10-06,ユタカ,すぱぽ～ん,SFC,4M,ACT,"￥5,800","￥6,000代",0,-,,,,,,,,
1995-10-06,ビック東海,神聖紀オデッセリアⅡ,SFC,24M,RPG,"￥10,800","￥11,000代",0,-,,うめはらきみお,佐藤孝保|蛭田浩二,,玉山文人|益子重徳,,,
1995-10-06,クエスト,タクティクスオウガ,SFC,24M,SLG,"￥11,400","￥11,500代",50,34,,松野泰己,,皆川裕史|吉田明彦,岩田匡治|崎元仁,松野泰己,,
1995-10-06,BPS,激闘バーニングプロレス,SFC,20M,SPT,"￥10,800","￥11,000代",0,-,,,,,,,,
1995-10-13,バンプレスト,ハイパーイリア,SFC,12M,ACT,"￥9,600","￥9,500代",0,-,,,,,,,,
1995-10-13,サンソフト,ゲームの鉄人THE上海,SFC,16M,PZL,"￥9,980","￥10,000代",0,-,,,,,,,,
1995-10-20,キングレコード,RINGSアストラルバウト3,SFC,16M,ACT,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-10-20,データイースト,マジカルドロップ,SFC,8M,PZL,"￥8,500","￥8,500代",0,-,,,,,,,,
1995-10-20,エニックス,天地創造,SFC,32M,RPG,"￥11,800","￥12,000代",0,30,,,,,,,,
1995-10-20,アイマックス,スーパー花札2,SFC,8M,TBL,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-10-27,アクレイムジャパン,ジャスティス・リーグ,SFC,20M,ACT,"￥11,800","￥12,000代",0,-,,,,,,,,
1995-10-27,アクレイムジャパン,ジャッジ・ドレッド,SFC,16M,ACT,"￥10,900","￥11,000代",0,-,,,,,アラン・シルヴェストリ,キャラクター創造|ジョン・ワグナー|カルロス・エスクエラ,,
1995-10-27,アクレイムジャパン,バットマンフォーエヴァー,SFC,24M,ACT,"￥11,800","￥12,000代",0,-,,,,,エリオット・ゴールデンサール,キャラクター創造|ボブ・ケイン,,
1995-10-27,マジファクト,ガンガンガンチャン,SFC,8M,ACT,"￥8,800","￥9,000代",0,-,,,,,,,,
1995-10-27,任天堂,パネルでポン,SFC,8M,PZL,"￥5,800","￥6,000代",0,-,,,,,,,,
1995-10-27,ビデオシステム,SDF-1グランプリ,SFC,16M,RCG,"￥10,900","￥11,000代",0,-,,,,,,,,
1995-10-27,タカラ,魔天伝説戦慄のオーパーツ,SFC,24M,RPG,"￥10,800","￥11,000代",0,-,,,,,,,,
1995-10-27,トンキンハウス,LightFantasyⅡ(ライトファンタジー2),SFC,16M,RPG,"￥9,900","￥10,000代",0,-,,,,,,,,
1995-10-27,ハドソン,クリスタルビーンズフロムダンジョンエクスプローラー,SFC,12M,RPG,"￥9,500","￥9,500代",0,-,,,,,,,,
1995-10-27,バンプレスト,天地無用!げ～む編,SFC,16M,SLG,"￥10,800","￥11,000代",0,-,,,,,,,,
1995-10-27,アクレイムジャパン,フォアマンフォーリアル,SFC,24M,SPT,"￥11,800","￥12,000代",0,-,,,,,,,,
1995-10-27,カルチャーブレーン,ウルトラベースボール実名版3,SFC,12M,SPT,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-10-27,バンダイ,テレビアニメスラムダンクSDヒートアップ!!,SFC,12M,SPT,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-10-27,ポニーキャニオン,白いリングへTwinkleLittleStar,SFC,12M,SPT,"￥9,980","￥10,000代",0,-,,,,,,,,
1995-10-27,ケイエスエス,パチスロ物語パル工業スペシャル,SFC,10M,TBL,"￥10,800","￥11,000代",0,-,,,,,,,,
1995-10-27,ベック,真哭きの竜麻雀飛翔伝,SFC,8M,TBL,"￥8,900","￥9,000代",0,-,,,,,,,,
1995-11-02,エンジェル,紺碧の艦隊,SFC,12M,SLG,"￥10,800","￥11,000代",0,-,,,,,,,,
1995-11-02,サンソフト,必殺パチンココレクション3,SFC,16M,TBL,"￥9,980","￥10,000代",0,-,,,,,,,,
1995-11-10,ヴィジット,全国縦断ウルトラ心理ゲーム,SFC,8M,ETC,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-11-11,スクウェア,ロマンシングサ・ガ3,SFC,32M,RPG,"￥11,400","￥11,500代",130,34,,リマスター|杉村幸子|河津秋敏(総合ディレクター),,河津秋敏|小林智美リマスター|真島真太郎,伊藤賢治,河津秋敏,岡宮道生リマスター|市川雅統,
1995-11-17,ヴァージンインタラクティブ,レンダリング・レンジャーR2,SFC,16M,ACT,"￥10,800","￥11,000代",0,-,,,,en:Manfred Trenz|Jørgen Trolle Ørberg|Stephan Lethaus|Tobias J. Richter,Jesper Olsen|Stefan Kramer,,Thomas Brockhage,
1995-11-17,POW,ブロックくずし,SFC,4M,ACT,"￥5,980","￥6,000代",0,-,,,,,,,,
1995-11-17,徳間書店,新スタートレックザ・ネクストジェネレーション(大いなる遺産IFDの謎を追え),SFC,20M,ADV,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-11-17,サンソフト,上海万里の長城,SFC,8M,PZL,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-11-17,ユタカ,ロゴス・パニックごあいさつ,SFC,10M,PZL,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-11-17,バンダイ,キャプテン翼Jザ･ウェイ･トゥ･ワールド･ユース,SFC,16M,SPT,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-11-17,四次元,全国高校サッカー2,SFC,8M,SPT,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-11-21,任天堂,スーパードンキーコング2,SFC,32M,ACT,"￥9,800","￥10,000代",221,32,,,クリス・サザーランド,グレッグ・メイレス|アンドリュー・コラード|スティーヴ・メイレス,デビッド・ワイズ,リー・ラブデー(英語版),グレッグ・メイレス(英語版),
1995-11-24,ハドソン,鬼神童子ZENKI電影雷舞,SFC,16M,ACT,"￥9,980","￥10,000代",0,-,,,,,,,,
1995-11-24,バンダイ,MIGHTYMORPHINPOWERRANGERS,SFC,16M,ACT,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-11-24,パック・イン・ビデオ,魔女たちの眠り,SFC,24M,ADV,"￥10,800","￥11,000代",0,-,,長嶋健,小春日のどか|本田登|井上亮,富田千穂|荒木雅子,松平あこ|田中利明,笠原邦暁|濱島真理|尾崎宏之,金沢十三男,
1995-11-24,カロッツェリアジャパン,リーディングジョッキー2,SFC,8M,ETC,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-11-24,タカラ,スーパー億万長者ゲーム,SFC,8M,TBL,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-11-25,メディアリング,ゼロヨンチャンプRR-Z,SFC,24M,RCG,"￥11,900","￥12,000代",0,-,,,,,M・M・キーラヴァーニ,S・S・ラージャマウリ|サーイ・マーダヴ・ブッラ(英語版)(台詞),,
1995-12-01,カプコン,ロックマンX3,SFC,16M,ACT,"￥9,800","￥10,000代",0,-,,稲船敬二,,稲船敬二|加治勇人|吉川達哉|小牧信介|伊藤和司,山下絹代,,藤原得郎,
1995-12-01,コナミ,ちびまる子ちゃんめざせ!南のアイランド!!,SFC,16M,ACT,"￥9,000","￥9,000代",0,-,,シリーズ監督:|石崎すすむ(第1期第1話 - 第34話)|棚橋一徳(第1期第35話-第116話),,重国勇二(第1期第1話 - 第113話)|河内日出夫(第1期第114話 - 第142話)|船越英之(第2期)|中原久文(第2期第1話 - 第132話[注 3]),中村暢之|川原伸司(第2期第1話 - 74話),富永淳一|田嶋久子|髙橋幹子|石山優子|熊谷那美|平岡秀章|鈴谷梨乃|松島恵利子|加賀未恵|田中孝晃,,
1995-12-01,サンソフト,おーちゃんのお絵かきロジック,SFC,4M,PZL,"￥6,980","￥7,000代",0,-,,,,,,,,
1995-12-01,チュンソフト,不思議のダンジョン2風来のシレン,SFC,32M,RPG,"￥11,800","￥12,000代",0,38,,,,,,,,
1995-12-01,アイマックス,B.B.GUN(ボールバレットガン),SFC,12M,SLG,"￥11,800","￥12,000代",0,-,,,,,,,,
1995-12-01,アクレイムジャパン,BIGHURTベースボール,SFC,24M,SPT,"￥11,800","￥12,000代",0,-,,,,,,,,
1995-12-01,アスミック,ドカポン外伝炎のオーディション,SFC,8M,TBL,"￥8,800","￥9,000代",0,-,,,,,,,,
1995-12-01,ココナッツジャパンエンターテイメント,パチ夫くんSPECIAL3,SFC,8M,TBL,"￥10,800","￥11,000代",0,-,,,,,,,,
1995-12-08,カプコン,ミッキーとドナルドマジカルアドベンチャー3,SFC,16M,ACT,"￥9,800","￥10,000代",0,-,,,,,山口真理|西村達也,,,
1995-12-08,ツクダオリジナル,アメリカンバトルドーム,SFC,8M,ACT,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-12-08,コンパイル,す～ぱ～ぷよぷよ通,SFC,16M,PZL,"￥8,800","￥9,000代",0,-,,,,,,,,
1995-12-08,徳間書店,クロックワークス,SFC,4M,PZL,"￥7,800","￥8,000代",0,-,,,,,,,,
1995-12-08,バンダイ,美少女戦士セーラームーンSuperSふわふわパニック,SFC,8M,PZL,"￥7,980","￥8,000代",0,-,,,,,,,,
1995-12-08,光栄,アンジェリークプレミアムBOX,SFC,16M,SLG,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-12-08,T＆Eソフト,MASTERSNew遙かなるオーガスタ3,SFC,16M,SPT,"￥11,800","￥12,000代",0,-,,,,,,,,
1995-12-08,ハドソン,スーパー桃太郎電鉄DX,SFC,16M,TBL,"￥9,500","￥9,500代",0,30,,さくまあきら(監督)|友野信彦,中道雅史|安田哲章|楊裕治,土居孝幸,関口和之,,浦敏治,
1995-12-09,エニックス,ドラゴンクエストVI幻の大地,SFC,32M,RPG,"￥11,400","￥11,500代",320,34,,山名学,山名学,堀井雄二|鳥山明|中鶴勝祥|眞島真太郎,すぎやまこういち,堀井雄二,千田幸信,
1995-12-15,エポック社,ドラえもん4のび太と月の王国,SFC,12M,ACT,"￥9,500","￥9,500代",0,-,,桑原悟|嶋田由美子|中込彰|並木亮,小林貴樹,松野誠一|とよさわやすき,冨井昭次|遠藤稔|五十嵐真理|大高亮,,沢田幸一,
1995-12-15,日本物産,ニチブツアーケードクラシックス2平安京エイリアン,SFC,4M,ACT,"￥5,980","￥6,000代",0,-,,,,,,,,
1995-12-15,バンプレスト,GOGOACKMAN3,SFC,16M,ACT,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-12-15,光栄,エミットバリューセット,SFC,不明,ETC,"￥19,800","￥20,000代",0,-,,,,,,,,
1995-12-15,ナムコ,テイルズオブファンタジア,SFC,48M,RPG,"￥11,800","￥12,000代",0,-,,菊池栄二,,藤島康介|松竹徳幸,埜邑紀見男,金月龍之介,横山茂|原口洋一,
1995-12-15,コナミ,実況おしゃべりパロディウス,SFC,24M,SHT,"￥9,980","￥10,000代",0,32,,松岡伸浩,松岡伸浩,あさりよしとお,岩田昌成|冨田朋也|三木彩子|上西隆仁|安慶名伸行,,梅崎重治,
1995-12-15,EAV,テーマパーク,SFC,16M,SLG,"￥11,800","￥12,000代",0,31,,,,,,,,
1995-12-15,タカラ,プリンセスメーカーLegendofAnotherWorld,SFC,16M,SLG,"￥9,980","￥10,000代",0,-,,,,赤井孝美,FM音源(PC-98|MSX2|X68000)|PSG音源(MSX2)|MIDI音源(PC/AT|X68000),,,
1995-12-15,BPS,聖獣魔伝ビースト＆ブレイド,SFC,24M,SLG,"￥11,000","￥11,000代",0,-,,,,,,,,
1995-12-15,NGP,JBザ・スーパーバス,SFC,24M,SPT,"￥11,800","￥12,000代",0,-,,,,,,,,
1995-12-15,スターフィッシュデータ,スーパーブラックバス3,SFC,32M,SPT,"￥11,800","￥12,000代",0,-,,,,,,,,
1995-12-15,データイースト,もってけOh!ドロボー,SFC,12M,TBL,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-12-15,バンダイ,商人よ、大志を抱け!!,SFC,12M,TBL,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-12-15,BOSSコミュニケーションズ,本家・SANKYOFEVER実機シミュレーション2,SFC,12M,TBL,"￥10,800","￥11,000代",0,-,,,,,,,,
1995-12-20,ケイエスエス,水木しげるの妖怪百鬼夜行,SFC,16M,TBL,"￥11,800","￥12,000代",0,-,,,,,,,,
1995-12-22,カプコン,ファイナルファイトタフ,SFC,24M,ACT,"￥9,980","￥10,000代",0,-,,,,,北嶋克成,,藤原得郎,
1995-12-22,コナミ,がんばれゴエモンきらきら道中僕がダンサーになった理由.,SFC,24M,ACT,"￥9,980","￥10,000代",0,-,,蛭子悦延,蛭子悦延|山口誠|丸山修|奥谷友春,小川公一|小川公一|山内円|濱垣和恵|大橋慶子|松本留美子|なりたかな,上原和彦|森本ゆきえ|冨田朋也|木村雅彦|安慶名伸行,小川公一,梅崎重治,
1995-12-22,バップ,黄龍の耳,SFC,8M,ACT,"￥9,980","￥10,000代",0,-,,,,ゴトウマサユキ,,寺田憲史,,
1995-12-22,バンプレスト,3×3EYES(サザンアイズ)獣魔奉還,SFC,16M,ACT,"￥10,800","￥11,000代",0,-,,,,,,,,
1995-12-22,バンプレスト,ザ・グレイトバトルV,SFC,12M,ACT,"￥9,800","￥10,000代",0,-,,,小林俊一|佐々木勇二郎,中川泰久|ひらのなおみ|かいほうかずゆき|岩井直樹|笹島薫|くしぶちのりかず|こばやしりえこ|むらかみただひろ|くらはしつとむ,富樫則彦|末村謙之輔,,,
1995-12-22,イマジニア,月面のアヌビス,SFC,24M,ADV,"￥11,800","￥12,000代",0,-,,浦本昌宏|志羽貴,PON高橋|木村信明|NOB,石岡信寛|江良哲智|道園重成|古野裕一,天現寺広尾|窪寺義明|藤岡央|飯塚博|柴田浩明|岩田昇|遠藤智博,志羽貴|石岡信寛|江良哲智|津田浩一,飯田祥一,
1995-12-22,イマジニア,ざくろの味,SFC,16M,ADV,"￥11,800","￥12,000代",0,-,,大須賀篤,スタジオ・クリップス|戦う坊さん,菅田具視|りんだ,禎清宏,聖咲奇,飯田祥一,
1995-12-22,角川書店,ロードス島戦記,SFC,24M,RPG,"￥10,800","￥11,000代",0,-,,,,,,安田均(テーブルトークRPG),,
1995-12-22,カルチャーブレーン,スーパーチャイニーズワールド3,SFC,12M,RPG,"￥9,800","￥10,000代",0,-,,阿迦手観屋夢之助,,,沢彰記,かずゆきまる,阿迦手観屋夢之助,
1995-12-22,ハドソン,天外魔境ZERO,SFC,40M,RPG,"￥9,980","￥10,000代",0,-,,広井王子(企画・監修)|竹部隆司(監督),青山光(メインプログラム),辻野寅次郎(絵師)|久保久(美術監督),笹川敏幸|田中公平(天神・水貴のテーマ)|田中あや(ゲーム内のカラオケ楽曲),荒井弘二,,
1995-12-22,バンダイ,SDガンダムGNEXT,SFC,12M,SLG,"￥12,800","￥13,000代",0,-,,,,,,,,
1995-12-22,バンプレスト,戦国の覇者天下布武への道,SFC,16M,SLG,"￥12,800","￥13,000代",0,-,,,,,,,,
1995-12-22,バンプレスト,ファーランドストーリー2,SFC,24M,SLG,"￥12,800","￥13,000代",0,-,,,,,,,,
1995-12-22,パック・イン・ビデオ,バトルサブマリン,SFC,8M,SLG,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-12-22,テクモ,テクモスーパーボウルⅢFINALEDITION,SFC,16M,SPT,"￥12,800","￥13,000代",0,30,,,,,,,,
1995-12-22,ヒューマン,スーパーファイヤープロレスリングX,SFC,32M,SPT,"￥11,900","￥12,000代",0,-,,山崎正通,三浦義広,山崎正通|田島弘喜|露崎尊幸|島崎洋一郎,志倉千代丸,,,
1995-12-22,ヴァージンインタラクティブ,将棋三昧,SFC,8M,TBL,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-12-27,ハドソン,最強高田延彦,SFC,24M,SPT,"￥10,900","￥11,000代",0,-,,,,,,,,
1995-12-28,光栄,三國志英傑伝,SFC,24M,SLG,"￥12,800","￥13,000代",0,-,,,,,吉田明永,,フクザワ・エイジ,
1995-12-29,日本ファルコム,イースV失われた砂の都ケフィン,SFC,24M,RPG,"￥12,800","￥13,000代",0,-,,,,,,糸井賢,,
1995-12-29,アイマックス,スーパー将棋3棋太平,SFC,12M,TBL,"￥12,800","￥13,000代",0,-,,,,,,,,
1995-12-29,タイトー,大爆笑人生劇場ずっこけサラリーマン編,SFC,16M,TBL,"￥9,800","￥10,000代",0,-,,,草津きよし,ふくやまきょうこ|はただまなぶ|すずきしんいち|東京省,草津きよし|わたなべよしお|たなべよしひこ,,高橋章二,
1995-12-29,日本テレネット,京楽・三洋・豊丸・奥村・大一・マルホンParlor!パーラー!ⅣCR(パーラーパーラー4),SFC,16M,TBL,"￥11,800","￥12,000代",0,-,,,,,,,,
1995-12-29,BPS,対局囲碁韋駄天,SFC,8M,TBL,"￥14,800","￥15,000代",0,-,,,,,,,,
1996-01-12,徳間書店インターメディアカンパニー,魔導物語はなまる大幼稚園児,SFC,16M,RPG,"￥9,900","￥10,000代",0,-,,,,,,,,
1996-01-19,バンプレスト,的中競馬塾,SFC,8M,ETC,"￥9,980","￥10,000代",0,-,,,,,,,,
1996-01-19,パック・イン・ビデオ,磯釣り離島編,SFC,16M,SPT,"￥10,800","￥11,000代",0,-,,,,,,,,
1996-01-19,日本テレネット,京楽・三洋・豊丸・奥村・太陽Parlor!パーラー!3(パーラーパーラー3),SFC,24M,TBL,"￥11,800","￥12,000代",0,-,,,,,,,,
1996-01-26,バンダイ,SDガンダムPowerFormationPuzzle,SFC,8M,PZL,"￥8,800","￥9,000代",0,-,,,,,,,,
1996-01-26,データム・ポリスター,MADARASAGA幼稚園戦記まだら,SFC,16M,RPG,"￥9,800","￥10,000代",0,-,,,,,,,,
1996-01-26,ケイエスエス,無人島物語,SFC,16M,SLG,"￥12,800","￥13,000代",0,-,,下瀬貴祐,小林眞,佐藤茂夫,佐藤智志,勝部真琴,高野秀夫,
1996-01-26,光栄,信長の野望天翔記,SFC,24M,SLG,"￥12,800","￥13,000代",0,-,,,,,,,,
1996-01-26,バンプレスト,スーパー野球道,SFC,12M,SPT,"￥12,800","￥13,000代",0,-,,,,,,,,
1996-01-26,カロッツェリアジャパン,平成軍人将棋,SFC,4M,TBL,"￥9,800","￥10,000代",0,-,,,,,,,,
1996-01-26,ヘクト,囲碁倶楽部,SFC,8M,TBL,"￥12,800","￥13,000代",0,-,,,,,,,,
1996-01-31,アスキー,RPGツクール2,SFC,16M,ETC,"￥12,800","￥13,000代",0,31,,,,,,,,
1996-02-02,バンプレスト,幕末降臨伝ONI,SFC,32M,RPG,"￥12,800","￥13,000代",0,-,,,,,,,,
1996-02-09,コナミ,ときめきメモリアル伝説の樹の下で,SFC,32M,SLG,"￥9,980","￥10,000代",0,-,,永田義明,,立石流牙|小倉雅史,Metal Yuhki|村井聖夜|莊司朗|Sanoppi|中村地獄車,五十嵐孝司,桐田富和,
1996-02-09,スクウェア,バハムートラグーン,SFC,32M,SLG,"￥11,400","￥11,500代",47,-,,野島一成,村上和久|小野宏史,佐々木等,松枝賀子,鳥山求,野村匡,
1996-02-09,魔法,将棋最強Ⅱ実戦対局編,SFC,4M,TBL,"￥10,800","￥11,000代",0,-,,,,,,,,
1996-02-16,アトラス,プロ棋士人生シミュレーション将棋の花道,SFC,8M,TBL,"￥12,800","￥13,000代",0,-,,,,,,,,
1996-02-23,スクウェア,ガンハザード,SFC,24M,ACT,"￥11,400","￥11,500代",0,-,,鈴木英夫,鈴木英夫,天野喜孝,植松伸夫|光田康典|仲野順也|濱渦正志,,前田靖幸|橋本真司,
1996-02-23,アスク講談社,バトルテック3050,SFC,12M,SHT,"￥9,800","￥10,000代",0,-,,,,,,,,
1996-02-23,ハドソン,鬼神童子ZENKI天地鳴動,SFC,16M,TBL,"￥9,980","￥10,000代",0,-,,,,,,,,
1996-02-29,コナミ,実況パワフルプロ野球3,SFC,24M,SPT,"￥7,500","￥7,500代",0,30,,,,,,,,
1996-02-29,ナムコ,スーパーファミスタ5,SFC,20M,SPT,"￥6,980","￥7,000代",38,-,,,,岸本好弘|島本昌弘,堀込高樹,,,
1996-03-01,バンプレスト,晦-つきこもり-,SFC,32M,ADV,"￥7,800","￥8,000代",0,-,,喜久川馨,五反田成高,喜久川馨|濱本浩志|中島まゆみ|朝桐三喜|岡山憲一|平田慎弥|藤田正美|矢野史子,堀口貴史,早川奈津子|古川猛|川上俊則|小嶋早紀子|大池叙子,飯島健男,
1996-03-01,ハドソン,鮫亀+キャラカセット(付属品BSMC-ZS5J-JPN),SFC,20M,PZL,"￥8,980","￥9,000代",0,-,,,,,,,,
1996-03-01,アクレイムジャパン,レボリューションX,SFC,16M,SHT,"￥11,800","￥12,000代",0,-,,,,,クリストファー・レナーツ,,アシーナ・ウィッカム|ロバート・M・ウィリアムズ・ジュニア,
1996-03-01,イマジニア,ドゥーム(DOOM),SFC,16M,SHT,"￥12,800","￥13,000代",0,-,,,ジョン・D・カーマック|ジョン・ロメロ|デイブ・テイラー,ジョン・ロメロ|トム・ホール|サンディ・ピーターセン|エイドリアン・カーマック|ケヴィン・クラウド,ボビー・プリンス,,,
1996-03-01,バンダイ,機動戦士ZガンダムAwaytoTheNewtype,SFC,24M,SLG,"￥11,800","￥12,000代",0,-,,,,,,,,
1996-03-01,アクレイムジャパン,NFLクォーターバッククラブ'96,SFC,24M,SPT,"￥11,800","￥12,000代",0,-,,,,,,,,
1996-03-01,アクレイムジャパン,レッスルマニア・ジ・アーケードゲーム,SFC,24M,SPT,"￥11,800","￥12,000代",0,-,,,,,,,,
1996-03-08,コンパイル,す～ぱ～ぷよぷよ通リミックス,SFC,16M,PZL,"￥6,800","￥7,000代",0,-,,,,,,,,
1996-03-08,エンジェル,銀河戦国群雄伝ライ,SFC,16M,SLG,"￥10,800","￥11,000代",0,-,,,,高鉾誠|寺岡賢司,和田薫,真鍋譲治,,
1996-03-08,サミー,実戦パチンコ必勝法!2,SFC,12M,TBL,"￥7,800","￥8,000代",0,-,,,,,,,,
1996-03-09,任天堂,スーパーマリオRPG,SFC,32M,RPG,"￥7,500","￥7,500代",147,32,,藤岡千尋|前川嘉彦,深谷文明|青山伸一|武藤竜|吉岡光生,太田顕喜|工藤太郎|松原啓介|松村靖|長谷部裕之|皆葉英夫|加藤清文|波多江由布子|倉島一幸|高橋伸也,下村陽子,,山内溥|宮本茂,
1996-03-15,アスキー,ダービースタリオン96,SFC,24M,ETC,"￥12,800","￥13,000代",110,30,,,,,,,,
1996-03-15,BPS,峠・伝説最速バトル,SFC,24M,RCG,"￥10,800","￥11,000代",0,-,,,,,,,,
1996-03-15,光栄,ブランディッシュ2エキスパート,SFC,24M,RPG,"￥8,800","￥9,000代",0,-,,,,,,,,
1996-03-15,タイトー,カオスシード風水回廊記,SFC,20M,SLG,"￥9,980","￥10,000代",0,-,,,小倉唯克,柏木准一|船戸明里,塩生康範|林克洋|中島享生,宮田正英,高田誠,
1996-03-21,任天堂,星のカービィスーパーデラックス,SFC,32M,ACT,"￥7,500","￥7,500代",110,-,,桜井政博,,若山強|小澤和|竹下裕生|望月哲也,石川淳|宮川弾,,山内溥|岩田聡|宮本茂,
1996-03-22,ハドソン,ドレミファンタジーミロンのドキドキ大冒険,SFC,16M,ACT,"￥6,800","￥7,000代",0,-,,三上由起子,小坂恭洋|永田淳夫|高島哲治,川田忠之|印南好司|水野祥司|吉見直人|佐藤梢[注釈 1],竹間淳,,藤原茂樹|澤口岳志,
1996-03-22,ユタカ,NEWヤッターマン難題かんだいヤジロベエ,SFC,12M,ACT,"￥8,800","￥9,000代",0,-,,,,,,,,
1996-03-22,コナミ,実況競馬シミュレーションステイブルスター厩舎物語,SFC,32M,ETC,"￥11,800","￥12,000代",0,-,,,,,,,,
1996-03-22,光栄,イースVエキスパート,SFC,24M,RPG,"￥11,800","￥12,000代",0,-,,,,,,糸井賢,,
1996-03-22,バンプレスト,スーパーロボット大戦外伝魔装機神,SFC,24M,SLG,"￥7,800","￥8,000代",0,-,,,,,,,,
