発売日,メーカー,タイトル,ハード,容量(bit),ジャンル,価格,ジョブカテゴリ,カウント,⭐クロスレビュー(評価),👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
1996-03-22,魔法,96全国高校サッカー選手権,SFC,12M,SPT,"￥7,800","￥8,000代",0,-,,,,,,,,
1996-03-22,アスク講談社,林海峯九段の囲碁大道,SFC,12M,TBL,"￥14,800","￥15,000代",0,-,,,,,,,,
1996-03-22,バップ,ギャンブル放浪記,SFC,8M,TBL,"￥8,500","￥8,500代",0,-,,,,,,,,
1996-03-29,エンジェル,美少女戦士セーラームーンSuperS全員参加!!主役争奪戦,SFC,24M,ACT,"￥7,980","￥8,000代",0,-,,,,,,,,
1996-03-29,カルチャーブレーン,忍たま乱太郎2,SFC,8M,ACT,"￥7,800","￥8,000代",0,-,,,,,池頼広,浦沢義雄,,
1996-03-29,バンダイ,新機動戦記ガンダムWEndlessDuel,SFC,16M,ACT,"￥7,500","￥7,500代",0,-,,,宮部寿保|小室裕達,谷口俊一|谷口俊一|鈴木邦夫,岩月博之|大橋春男,,牛村憲彦,
1996-03-29,バンダイ,ドラゴンボールZHyperDimension,SFC,24M,ACT,"￥7,800","￥8,000代",0,-,,,,,高野充彦,,磯貝健夫|鈴木敏弘,
1996-03-29,バンダイ,マップ＆コレクション(SDガンダムGNEXT専用),SFC,4M,ETC,"￥3,800","￥4,000代",0,-,,,,,,,,
1996-03-29,コナミ,それいけエビス丸からくり迷路,SFC,8M,PZL,"￥5,800","￥6,000代",0,-,,,小川光章,,,,,
1996-03-29,イマジニア,GTレーシング,SFC,16M,RCG,"￥10,800","￥11,000代",0,-,,,,,,,,
1996-03-29,光栄,アンジェリークヴォイス・ファンタジー,SFC,24M,SLG,"￥9,800","￥10,000代",0,-,,,,,,,,
1996-03-29,ケイエスエス,美少女レスラー列伝ブリザードYuki乱入,SFC,20M,SPT,"￥8,000","￥8,000代",0,-,,,,,,,,
1996-03-29,ヒューマン,スーパーファイヤープロレスリングXプレミアム,SFC,32M,SPT,"￥8,000","￥8,000代",0,-,,山崎正通,三浦義広,山崎正通|田島弘喜|露崎尊幸|島崎洋一郎,志倉千代丸,,,
1996-03-29,ヒューマン,スーパーフォーメーションサッカー'96WCE,SFC,12M,SPT,"￥7,500","￥7,500代",0,-,,,,,,,,
1996-03-29,日本テレネット,京楽・三洋・マルホンParlor!パーラー!5(パーラーパーラー5),SFC,12M,TBL,"￥10,800","￥11,000代",0,-,,,,,,,,
1996-04-05,スクウェア,ルドラの秘宝,SFC,32M,RPG,"￥8,000","￥8,000代",0,-,,井出康二,五藤聖高,雨宮慶太,笹井隆司,井出康二|河原勝吉|京念秀史,,
1996-04-05,サミー,実戦パチスロ必勝法!山佐伝説,SFC,8M,TBL,"￥6,900","￥7,000代",0,-,,,,,,,,
1996-04-12,アスキー,音楽ツクールかなでーる,SFC,8M,ETC,"￥9,980","￥10,000代",0,-,,,,,,,,
1996-04-12,エニックス,魔法陣グルグル2,SFC,24M,RPG,"￥8,000","￥8,000代",0,-,,,,,,,,
1996-04-19,J・ウイング,蓬莱学園の冒険!転校生スクランブル,SFC,16M,RPG,"￥7,980","￥8,000代",0,-,,,,,,,,
1996-04-26,カプコン,トイ・ストーリー,SFC,32M,ACT,"￥7,500","￥7,500代",0,-,,,,,ランディ・ニューマン,ジョス・ウィードン|アンドリュー・スタントン|ジョエル・コーエン|アレック・ソコロウ,,
1996-04-26,ハドソン,スーパーボンバーマン4,SFC,16M,ACT,"￥7,777","￥8,000代",36,-,,藤原伸介|今田真二,すみたたけお,平井隆之|水野祥司|吉見直人,竹間淳|福田裕彦(編曲)|星恵太(2曲),,小崎整,
1996-04-26,ナグザット,Jumpin'Derby(ジャンピンダービー),SFC,16M,ETC,"￥9,800","￥10,000代",0,-,,,,,,,,
1996-04-26,日本物産,スーパー競艇2,SFC,8M,ETC,"￥8,500","￥8,500代",0,-,,,,,,,,
1996-04-26,POW,一発逆転!!競馬・競輪・競艇,SFC,8M,ETC,"￥9,800","￥10,000代",0,-,,,,,,,,
1996-04-26,エポック社,Jリーグエキサイトステージ'96,SFC,16M,SPT,"￥7,980","￥8,000代",0,-,,,,,,,,
1996-04-26,ショウエイシステム,HEIWAパチンコワールド3,SFC,24M,TBL,"￥7,800","￥8,000代",0,-,,,,,仲里幸広,,,
1996-04-26,日本テレネット,Parlor!Mini(パーラーミニ),SFC,8M,TBL,"￥4,900","￥5,000代",0,-,,,,,,,,
1996-05-14,任天堂,ファイアーエムブレム聖戦の系譜,SFC,32M,SLG,"￥7,500","￥7,500代",43,-,,,,,,加賀昭三,,
1996-05-24,バンプレスト,すーぱーぐっすんおよよ2,SFC,16M,PZL,"￥7,800","￥8,000代",0,-,,,,,冷牟田卓志,,,
1996-05-24,スクウェア,トレジャーハンターG,SFC,24M,RPG,"￥7,900","￥8,000代",0,-,,米光一成,山藤武志|平健次郎|阿部真一,米光一成|牛久宏治,岩田匡治|迫田敏明|崎元仁|他,米光一成,,
1996-05-24,パイオニアLDC,ごきんじょ冒険隊,SFC,24M,RPG,"￥7,980","￥8,000代",0,-,,,,須藤真澄,,黒田洋介,,
1996-05-31,ユタカ,すぱぽーんDX,SFC,8M,ACT,"￥5,800","￥6,000代",0,-,,,,,,,,
1996-05-31,アスキー,サウンドノベルツクール,SFC,24M,ETC,"￥8,200","￥8,000代",0,-,,池田国人|高見大三郎,笹瑞穂|小嶋俊晴,今正史,有坂光弘,寺田憲史(サンプルゲーム),川村篤,
1996-05-31,エニックス,ダークハーフ,SFC,24M,RPG,"￥8,000","￥8,000代",0,-,,西澤龍一|坂本慎一,,平田豊|大空真紀|木脇哲治,濱田智之,安田尚樹,渡辺泰仁,
1996-05-31,キングレコード,フィッシング甲子園,SFC,16M,SPT,"￥9,800","￥10,000代",0,-,,,,,,,,
1996-06-01,ハドソン,Jリーグ'96ドリームスタジアム,SFC,20M,SPT,"￥7,980","￥8,000代",0,-,,,,,,,,
1996-06-14,タカラ,アラビアンナイト砂漠の精霊王,SFC,24M,RPG,"￥7,800","￥8,000代",0,-,,河西貴則|木村昭彦,河西貴則,川上俊則|久保聡宏,根本一郎|田村大輔|堀口貴史,早川奈津子,中野隆幸,
1996-06-14,アスキー,ベストショットプロゴルフ,SFC,32M,SLG,"￥8,200","￥8,000代",0,-,,,,,,,,
1996-06-28,バンダイ,スーファミターボ専用SDウルトラバトルウルトラマン伝説,SFC,12M,ACT,"￥3,980","￥4,000代",0,-,,,,,,,,
1996-06-28,バンダイ,スーファミターボ専用SDウルトラバトルセブン伝説,SFC,12M,ACT,"￥3,980","￥4,000代",0,-,,,,,,,,
1996-06-28,バンダイ,スーファミターボ専用ぽいぽい忍者ワールド,SFC,12M,ACT,"￥3,980","￥4,000代",0,-,,,,,,,,
1996-06-28,バンダイ,スーファミターボ,SFC,2M,ETC,"￥3,980","￥4,000代",0,-,,,,,,,,
1996-06-28,カルチャーブレーン,パズル忍たま乱太郎忍術学園パズル大会の段,SFC,4M,PZL,"￥6,980","￥7,000代",0,-,,,,,,,,
1996-06-28,コンパイル,す～ぱ～なぞぷよ通ルルーの鉄腕繁盛記,SFC,12M,PZL,"￥9,800","￥10,000代",0,-,,,,,,,,
1996-06-28,バンダイ,空想科学世界ガリバーボーイ,SFC,12M,RPG,"￥7,800","￥8,000代",0,-,,芦田豊雄,,芦田豊雄|神志那弘志|工藤誉寿治|井上邦彦,田中公平,広井王子|芦田豊雄,,
1996-06-28,バンプレスト,トラバース,SFC,32M,RPG,"￥7,800","￥8,000代",0,-,,,,,,,,
1996-06-28,ケイエスエス,西陣パチンコ物語2,SFC,16M,TBL,"￥10,800","￥11,000代",0,-,,,,,,,,
1996-06-28,日本テレネット,Parlor!Mini2(パーラーミニ2),SFC,8M,TBL,"￥4,900","￥5,000代",0,-,,,,,,,,
1996-07-19,エニックス,スターオーシャン,SFC,48M,RPG,"￥8,500","￥8,500代",0,-,,浅沼穣,五反田義治,則本真樹|MEIMU,桜庭統,五反田義治,山岸功典,
1996-07-19,コナミ,実況パワフルプロ野球'96開幕版,SFC,24M,SPT,"￥7,500","￥7,500代",0,-,,,,,,,,
1996-07-19,パック・イン・ビデオ,海のぬし釣り,SFC,16M,SPT,"￥7,800","￥8,000代",0,-,,,,,,,,
1996-07-19,バンダイ,スーファミターボ専用ゲゲゲの鬼太郎妖怪ドンジャラ,SFC,12M,TBL,"￥3,980","￥4,000代",0,-,,,,,,,,
1996-07-19,ボトムアップ,スーパートランプコレクション2,SFC,4M,TBL,"￥5,800","￥6,000代",0,-,,,,,,,,
1996-07-26,アスミック,レナスⅡ封印の使徒,SFC,32M,RPG,"￥9,980","￥10,000代",0,-,,柴尾英令,楫泰行,加藤洋之|後藤啓介,田中公平,柴尾英令,岡本博|小川真司,
1996-07-26,ナグザット,スプリガン・パワード,SFC,8M,SHT,"￥9,800","￥10,000代",0,-,,,,,,,,
1996-07-26,イマジニア,シムシティJr.,SFC,16M,SLG,"￥8,200","￥8,000代",0,-,,,ダニエル・ブロウニング|ジョン・ルイス,オーロラ・デザイン|ジェニー・マーティン,ジョーイ・エデルマン,,クレア・カーティン,
1996-07-26,タイトー,エナジーブレイカー,SFC,24M,SLG,"￥7,980","￥8,000代",0,-,,,わたなべおさむ,内藤泰弘,中島享生|塩生康範,角田哲信|みやさかたかし,,
1996-07-26,ハドソン,アースライトルナ・ストライク,SFC,24M,SLG,"￥7,980","￥8,000代",0,-,,うめずひろあき,平野二郎|垣崎正司,皆川浩治|塩飽利昭|大河原邦男,黒岩東彦|川崎康宏,,堀尾孝文|永井知彦,
1996-07-26,バンダイ,スーファミターボ専用SDガンダムジェネレーション一年戦争記,SFC,12M,SLG,"￥3,980","￥4,000代",0,-,,,,,,,,
1996-07-26,バンダイ,スーファミターボ専用SDガンダムジェネレーショングリプス戦記,SFC,12M,SLG,"￥3,980","￥4,000代",0,-,,,,,,,,
1996-07-26,バリエ,テーブルゲーム大集合!将棋・麻雀・花札・トゥーサイド,SFC,8M,TBL,"￥6,800","￥7,000代",0,-,,,,,,,,
1996-08-02,ハドソン,大貝獣物語Ⅱ,SFC,40M,RPG,"￥8,200","￥8,000代",0,-,,三井啓介|澤口岳志,中川徹,宍倉典幸|田島大輔|松井淳|渡辺英嗣,六土開正,原裕朗|さわふじたけし|野中俊也,井上佳典,
1996-08-09,カルチャーブレーン,忍たま乱太郎すぺしゃる,SFC,4M,ACT,"￥8,800","￥9,000代",0,-,,,,,,,,
1996-08-09,トミー,赤ずきんチャチャ,SFC,12M,RPG,"￥7,800","￥8,000代",0,-,,,,渡辺はじめ,佐橋俊彦|手塚理,,,
1996-08-09,パック・イン・ビデオ,牧場物語,SFC,16M,SLG,"￥7,800","￥8,000代",0,-,,,山楯知巳|井上浩史,和田康宏|宮越節子|高橋健|故山研二,田中剛,,和田康宏,
1996-08-09,ハドソン,スーパーパワーリーグ4,SFC,16M,SPT,"￥7,980","￥8,000代",0,-,,,,,,,,
1996-08-23,バンダイ,スーファミターボ専用激走戦隊カーレンジャー全開!レーサー戦士,SFC,12M,ACT,"￥3,980","￥4,000代",0,-,,,,,,,,
1996-08-23,バンダイ,スーファミターボ専用SDガンダムジェネレーションアクシズ戦記,SFC,12M,SLG,"￥3,980","￥4,000代",0,-,,,,,,,,
1996-08-23,バンダイ,スーファミターボ専用SDガンダムジェネレーションバビロニア建国戦記,SFC,12M,SLG,"￥3,980","￥4,000代",0,-,,,,,,,,
1996-08-24,ヘクト,古田敦也のシミュレーションプロ野球2,SFC,16M,SPT,"￥8,000","￥8,000代",0,-,,,,,,,,
1996-08-30,アクレイムジャパン,ナンバーズパラダイス,SFC,4M,ETC,"￥8,800","￥9,000代",0,-,,,,,,,,
1996-08-30,アスキー,大戦略エキスパートWWⅡ,SFC,16M,SLG,"￥9,800","￥10,000代",0,-,,,,,,,,
1996-08-30,サンソフト,必殺パチンココレクション4,SFC,16M,TBL,"￥9,980","￥10,000代",0,-,,,,,,,,
1996-08-30,BOSSコミュニケーションズ,本家・SANKYOFEVER実機シミュレーション3,SFC,8M,TBL,"￥7,480","￥7,500代",0,-,,,,,,,,
1996-09-13,コナミ,実況パワープロレスリング'96,SFC,32M,SPT,"￥7,980","￥8,000代",0,-,,薬師寺健雄,下野俊典,薬師寺健雄|矢内一則,安慶名伸行,,福井博幸,
1996-09-13,T＆Eソフト,ペブルビーチの波濤Newトーナメントエディション,SFC,16M,SPT,"￥8,000","￥8,000代",0,-,,,,,,,,
1996-09-20,データイースト,マジカルドロップ2,SFC,16M,PZL,"￥7,800","￥8,000代",0,-,,,,,,,,
1996-09-20,アスキー,ウィザードリィ・外伝Ⅳ胎魔の鼓動,SFC,32M,RPG,"￥8,000","￥8,000代",0,-,,,,,,,,
1996-09-27,バンダイ,スーファミターボ専用クレヨンしんちゃん長ぐつドボン,SFC,12M,PZL,"￥3,980","￥4,000代",0,-,,,,,,,,
1996-09-27,バンダイ,スーファミターボ専用美少女戦士セーラームーンセーラースターズふわふわパニック2,SFC,16M,PZL,"￥3,980","￥4,000代",0,-,,,,,,,,
1996-09-27,パック・イン・ビデオ,モンスタニア,SFC,24M,RPG,"￥7,800","￥8,000代",0,-,,,,,,,,
1996-09-27,バンダイ,スーファミターボ専用SDガンダムジェネレーションコロニー格闘記,SFC,12M,SLG,"￥3,980","￥4,000代",0,-,,,,,,,,
1996-09-27,バンダイ,スーファミターボ専用SDガンダムジェネレーションザンスカール戦記,SFC,12M,SLG,"￥3,980","￥4,000代",0,-,,,,,,,,
1996-09-27,日本テレネット,Parlor!Mini3(パーラーミニ3),SFC,8M,TBL,"￥4,900","￥5,000代",0,-,,,,,,,,
1996-09-27,日本物産,スーパーニチブツマージャン4基礎研究編,SFC,8M,TBL,"￥7,500","￥7,500代",0,-,,,,,,,,
1996-10-04,光栄,ウイニングポスト2プログラム'96,SFC,24M,ETC,"￥9,800","￥10,000代",0,-,,,,,,,,
1996-10-18,カプコン,マーヴルスーパーヒーローズウォーオブザジェム,SFC,16M,ACT,"￥7,800","￥8,000代",0,-,,,,,大久保高嶺|北嶋克成,,,
1996-10-18,ヘクト,サラブレッドブリーダーⅢ,SFC,16M,ETC,"￥8,200","￥8,000代",0,-,,,,,,,,
1996-10-25,アスキー,タワードリーム,SFC,16M,TBL,"￥8,000","￥8,000代",0,-,,,,宮岡寛|折尾一則|柳澤健二|桜玉吉(キャラクターデザイン),斉藤ノブ,,塩崎剛三,
1996-10-26,任天堂,マーヴェラスもうひとつの宝島,SFC,24M,ADV,"￥6,800","￥7,000代",0,-,,小野塚英二,副島康成,小野塚英二,尾崎裕一,,上村雅之,
1996-11-23,任天堂,スーパードンキーコング3謎のクレミス島,SFC,32M,ACT,"￥6,800","￥7,000代",177,-,,,マーク・ウィルソン,アンドリュー・コラード|ポール・ウェイバー|マーク・スティーヴンソン,イーブリン・フィッシャー|デビッド・ワイズ,,アンドリュー・コラード,
1996-11-29,ボトムアップ,VS.コレクション,SFC,4M,ETC,"￥6,980","￥7,000代",0,-,,,,,,,宮崎鉄平|金佐智絵|鈴木浩史|工藤江美子|桐谷太一|三浦淳(CP),
1996-11-29,タカラ,スーパー人生ゲーム3,SFC,16M,TBL,"￥5,980","￥6,000代",0,-,,,,,,,,
1996-11-29,日本テレネット,Parlor!Mini4(パーラーミニ4),SFC,12M,TBL,"￥5,800","￥6,000代",0,-,,,,,,,,
1996-11-29,日本物産,ニチブツコレクション1,SFC,16M,TBL,"￥7,980","￥8,000代",0,-,,,,,,,,
1996-12-06,エニックス,ドラゴンクエストⅢそして伝説へ…,SFC,32M,RPG,"￥8,700","￥8,500代",140,-,,中村光一,内藤寬,鳥山明,すぎやまこういち,堀井雄二,千田幸信,
1996-12-06,ハドソン,桃太郎電鉄HAPPY,SFC,24M,TBL,"￥8,300","￥8,500代",0,-,,さくまあきら(監督),安田哲章|吉岡孝展|中道雅史,土居孝幸,関口和之|宮路一昭,,浦敏治,
1996-12-19,ボトムアップ,すごろく銀河戦記,SFC,8M,TBL,"￥6,980","￥7,000代",0,-,,,,,,,,
1996-12-20,カプコン,ストリートファイターZERO2,SFC,32M,ACT,"￥7,800","￥8,000代",0,-,,,,,,,,
1996-12-20,カプコン,ドナルドダックのマウイマラード,SFC,24M,ACT,"￥7,500","￥7,500代",0,-,,,,,,,,
1996-12-20,カプコン,ピノキオ,SFC,24M,ACT,"￥7,500","￥7,500代",0,-,,,,,,,,
1996-12-20,T＆Eソフト,Cu-On-PaSFC(クオンパ),SFC,8M,PZL,"￥6,800","￥7,000代",0,-,,,,,,,,
1996-12-20,イマジニア,G.O.D目覚めよと呼ぶ声が聴こえ,SFC,24M,RPG,"￥7,980","￥8,000代",0,-,,伝田由紀,小田典広,小松信夫|江川達也|斉藤明宏,松崎雄一|松前真奈美|松前公高,鴻上尚史|戸田山雅司,斉藤明宏|岡比呂志,
1996-12-20,ハドソン,ボンバーマンビーダマン,SFC,8M,SHT,"￥5,980","￥6,000代",0,-,,川田忠之(川田名人),白谷守|すずきのりお,水野祥司,貫田顕勇 相原真人,,いのうえよしのり,
1996-12-20,アスキー,ミニ四駆シャイニングスコーピオンレッツ＆ゴー!!,SFC,32M,SLG,"￥8,800","￥9,000代",58,-,,,,,,,,
1996-12-20,ケイエスエス,西陣パチンコ3,SFC,12M,TBL,"￥7,800","￥8,000代",0,-,,,,,,,,
1996-12-27,ヴァージンインタラクティブ,マスク,SFC,16M,ACT,"￥9,800","￥10,000代",0,-,,,,,,,,
1996-12-27,バンプレスト,ドラゴンナイト4,SFC,24M,SLG,"￥7,980","￥8,000代",0,-,,,,,無し,,,
1996-12-27,日本物産,ニチブツコレクション2,SFC,12M,TBL,"￥7,980","￥8,000代",0,-,,,,,,,,
1997-01-15,タイトー,アルカノイド-DohItAgain-,SFC,4M,ACT,"￥4,980","￥5,000代",0,-,,,,,,,,
1997-01-17,T＆Eソフト,BUSHI青龍伝二人の勇者,SFC,24M,RPG,"￥7,980","￥8,000代",0,-,,,曽我部仙史,田尻智|一之瀬剛|松島賢二|杉森建|藤原基史,増田順一,松島賢二,吉川泰生,
1997-01-17,カルチャーブレーン,プロ野球スター,SFC,8M,SPT,"￥6,800","￥7,000代",0,-,,,,,,,,
1997-01-31,アスキー,ピキーニャ!,SFC,16M,PZL,"￥6,800","￥7,000代",0,-,,,,,,,,
1997-01-31,アスキー,ガンプル,SFC,24M,RPG,"￥8,000","￥8,000代",0,-,,,,,,,,
1997-01-31,アスキー,ミランドラ,SFC,24M,RPG,"￥7,800","￥8,000代",0,-,,,,,,,,
1997-02-21,任天堂,糸井重里のバス釣りNo.1,SFC,32M,SPT,"￥7,800","￥8,000代",0,-,,ふるみまさと|あいかわきょういち,たきぐちあきお|おのせけんいち|たかはしごろう|三津原敏|高橋芳美|みずしまけんいち,斉藤明宏,池上正,,岩田聡|小関昭彦|大和聡,
1997-02-28,カルチャーブレーン,忍たま乱太郎3,SFC,8M,ACT,"￥6,980","￥7,000代",0,-,,,,,,,,
1997-02-28,ハドソン,スーパーボンバーマン5,SFC,16M,ACT,"￥6,980","￥7,000代",0,-,,小崎整,外山裕樹|Mittu Takahashi|飛澤正人,佐々木伸|水野祥司|吉見直人|佐藤梢,竹間淳|福田裕彦|松前公高(編曲),,和気正則,
1997-03-07,コナミ,アニマニアクス,SFC,8M,ACT,"￥5,800","￥6,000代",0,-,,,,,リチャード・ストーン|カール・ジョンソン|スティーヴン・バーンスタイン|ジュリー・バーンスタイン|ゴードン・グッドウィン,スティーヴン・スピルバーグ,,
1997-03-07,日本シスコン,パチスロ完全攻略ユニバーサル新台入荷Vol.1,SFC,4M,TBL,"￥5,980","￥6,000代",0,-,,,,,,,,
1997-03-14,KSS,キャスパー,SFC,8M,ACT,"￥4,980","￥5,000代",0,-,,,,,,,,
1997-03-14,バップ,スーパーダブル役満Ⅱ,SFC,4M,TBL,"￥7,500","￥7,500代",0,-,,,,,ナオト・インティライミ(作詞・作曲),,,
1997-03-15,サミー,実戦パチスロ必勝法!TWIN,SFC,4M,TBL,"￥5,980","￥6,000代",0,-,,,,,,,,
1997-03-20,コナミ,実況パワフルプロ野球3'97春,SFC,24M,SPT,"￥6,800","￥7,000代",0,-,,,,,,,,
1997-03-28,アスキー,ソリッドランナー,SFC,24M,RPG,"￥8,000","￥8,000代",0,-,,わたなべまこと,木村俊章,冨田佳寿|沖一,田中光人|迫田敏明,ORCA,池田浩一,
1997-03-28,アスキー,ダークロウMeaningofDeath,SFC,32M,RPG,"￥8,000","￥8,000代",0,-,,,,,,,,
1997-03-28,日本テレネット,Parlor!Mini5(パーラーミニ5),SFC,8M,TBL,"￥4,900","￥5,000代",0,-,,,,,,,,
1997-04-18,カルチャーブレーン,プロ麻雀兵(つわもの),SFC,4M,TBL,"￥6,980","￥7,000代",0,-,,,,,,,,
1997-04-25,ココナッツジャパンエンターテイメント,プロ野球熱闘ぱずるスタジアム,SFC,4M,PZL,"￥7,800","￥8,000代",0,-,,,,,,,,
1997-05-30,日本テレネット,Parlor!Mini6(パーラーミニ6),SFC,8M,TBL,"￥4,980","￥5,000代",0,-,,,,,,,,
1997-08-01,ビクターインタラクティブ(パックインソフト),ふね太郎,SFC,16M,SPT,"￥7,800","￥8,000代",0,-,,,,,,,,
1997-08-29,日本テレネット,Parlor!Mini7(パーラーミニ7),SFC,8M,TBL,"￥4,900","￥5,000代",0,-,,,,,,,,
1997-09-12,サミー,実戦パチスロ必勝法!Twinvol.2,SFC,4M,TBL,"￥5,980","￥6,000代",0,-,,,,,,,,
1997-09-30,任天堂,SFメモリカセット,SFC,32M,ETC,"￥3,980","￥4,000代",0,-,,,,,,,,
1997-12-19,ハドソン,爆球連発!!スーパービーダマン,SFC,16M,SHT,"￥4,980","￥5,000代",0,-,,,,池上太郎|友杉達也|今石進|斉藤まさかつ,渡部チェル,,,
1998-01-01,NTTデータ,JRAPAT(NDSF付属カセット),SFC,8M,ETC,"￥12,000","￥12,000代",0,-,,,,,,,,
