年,未使用1,税区分,未使用2,都道府県,市区町村,業種(サンプル),未使用,カウント
2021-01-01,0,1,不明,北海道,滝川市,業種C,0,8
2021-01-01,0,2,不明,北海道,滝川市,業種D,0,39
2021-01-01,0,0,不明,北海道,砂川市,業種G,0,122
2021-01-01,0,1,不明,北海道,砂川市,業種J,0,11
2021-01-01,0,2,不明,北海道,砂川市,業種H,0,49
2021-01-01,0,0,不明,北海道,歌志内市,業種J,0,64
2021-01-01,0,1,不明,北海道,歌志内市,業種D,0,4
2021-01-01,0,2,不明,北海道,歌志内市,業種F,0,18
2021-01-01,0,0,不明,北海道,深川市,業種E,0,109
2021-01-01,0,1,不明,北海道,深川市,業種A,0,6
2021-01-01,0,2,不明,北海道,深川市,業種E,0,42
2021-01-01,0,0,不明,北海道,富良野市,業種C,0,122
2021-01-01,0,1,不明,北海道,富良野市,業種B,0,9
2021-01-01,0,2,不明,北海道,富良野市,業種A,0,47
2021-01-01,0,0,不明,北海道,登別市,業種H,0,106
2021-01-01,0,1,不明,北海道,登別市,業種C,0,5
2021-01-01,0,2,不明,北海道,登別市,業種I,0,38
2021-01-01,0,0,不明,北海道,恵庭市,業種D,0,119
2021-01-01,0,1,不明,北海道,恵庭市,業種J,0,7
2021-01-01,0,2,不明,北海道,恵庭市,業種I,0,47
2021-01-01,0,0,不明,北海道,伊達市,業種D,0,117
2021-01-01,0,1,不明,北海道,伊達市,業種B,0,7
2021-01-01,0,2,不明,北海道,伊達市,業種E,0,47
2021-01-01,0,0,不明,北海道,北広島市,業種A,0,137
2021-01-01,0,1,不明,北海道,北広島市,業種J,0,12
2021-01-01,0,2,不明,北海道,北広島市,業種A,0,61
2021-01-01,0,0,不明,北海道,石狩市,業種A,0,154
2021-01-01,0,1,不明,北海道,石狩市,業種F,0,12
2021-01-01,0,2,不明,北海道,石狩市,業種C,0,80
2021-01-01,0,0,不明,北海道,北斗市,業種D,0,116
2021-01-01,0,1,不明,北海道,北斗市,業種B,0,8
2021-01-01,0,2,不明,北海道,北斗市,業種C,0,57
2021-01-01,0,0,不明,北海道,当別町,業種H,0,125
2021-01-01,0,1,不明,北海道,当別町,業種G,0,13
2021-01-01,0,2,不明,北海道,当別町,業種E,0,53
2021-01-01,0,0,不明,北海道,新篠津村,業種H,0,115
2021-01-01,0,1,不明,北海道,新篠津村,業種B,0,5
2021-01-01,0,2,不明,北海道,新篠津村,業種H,0,47
2021-01-01,0,0,不明,北海道,松前町,業種I,0,100
2021-01-01,0,1,不明,北海道,松前町,業種H,0,4
2021-01-01,0,2,不明,北海道,松前町,業種C,0,46
2021-01-01,0,0,不明,北海道,福島町,業種J,0,143
2021-01-01,0,1,不明,北海道,福島町,業種E,0,6
2021-01-01,0,2,不明,北海道,福島町,業種J,0,85
2021-01-01,0,0,不明,北海道,知内町,業種I,0,184
2021-01-01,0,1,不明,北海道,知内町,業種F,0,8
2021-01-01,0,2,不明,北海道,知内町,業種B,0,125
2021-01-01,0,0,不明,北海道,木古内町,業種A,0,126
2021-01-01,0,1,不明,北海道,木古内町,業種A,0,8
2021-01-01,0,2,不明,北海道,木古内町,業種A,0,69
2021-01-01,0,0,不明,北海道,七飯町,業種D,0,107
2021-01-01,0,1,不明,北海道,七飯町,業種G,0,7
2021-01-01,0,2,不明,北海道,七飯町,業種G,0,50
2021-01-01,0,0,不明,北海道,鹿部町,業種I,0,108
2021-01-01,0,1,不明,北海道,鹿部町,業種F,0,4
2021-01-01,0,2,不明,北海道,鹿部町,業種I,0,53
2021-01-01,0,0,不明,北海道,森町,業種B,0,111
2021-01-01,0,1,不明,北海道,森町,業種J,0,10
2021-01-01,0,2,不明,北海道,森町,業種C,0,50
2021-01-01,0,0,不明,北海道,八雲町,業種B,0,146
2021-01-01,0,1,不明,北海道,八雲町,業種J,0,11
2021-01-01,0,2,不明,北海道,八雲町,業種G,0,74
2021-01-01,0,0,不明,北海道,長万部町,業種J,0,125
2021-01-01,0,1,不明,北海道,長万部町,業種A,0,13
2021-01-01,0,2,不明,北海道,長万部町,業種J,0,58
2021-01-01,0,0,不明,北海道,江差町,業種D,0,111
2021-01-01,0,1,不明,北海道,江差町,業種B,0,9
2021-01-01,0,2,不明,北海道,江差町,業種F,0,42
2021-01-01,0,0,不明,北海道,上ノ国町,業種B,0,102
2021-01-01,0,1,不明,北海道,上ノ国町,業種J,0,5
2021-01-01,0,2,不明,北海道,上ノ国町,業種J,0,45
2021-01-01,0,0,不明,北海道,厚沢部町,業種B,0,110
2021-01-01,0,1,不明,北海道,厚沢部町,業種I,0,8
2021-01-01,0,2,不明,北海道,厚沢部町,業種A,0,47
2021-01-01,0,0,不明,北海道,乙部町,業種A,0,80
2021-01-01,0,1,不明,北海道,乙部町,業種F,0,3
2021-01-01,0,2,不明,北海道,乙部町,業種B,0,26
2021-01-01,0,0,不明,北海道,奥尻町,業種C,0,113
2021-01-01,0,1,不明,北海道,奥尻町,業種F,0,6
2021-01-01,0,2,不明,北海道,奥尻町,業種F,0,40
2021-01-01,0,0,不明,北海道,今金町,業種A,0,111
2021-01-01,0,1,不明,北海道,今金町,業種G,0,6
2021-01-01,0,2,不明,北海道,今金町,業種B,0,51
2021-01-01,0,0,不明,北海道,せたな町,業種H,0,110
2021-01-01,0,1,不明,北海道,せたな町,業種E,0,5
2021-01-01,0,2,不明,北海道,せたな町,業種D,0,56
2021-01-01,0,0,不明,北海道,島牧村,業種C,0,81
2021-01-01,0,1,不明,北海道,島牧村,業種I,0,3
2021-01-01,0,2,不明,北海道,島牧村,業種J,0,29
2021-01-01,0,0,不明,北海道,寿都町,業種C,0,89
2021-01-01,0,1,不明,北海道,寿都町,業種J,0,8
2021-01-01,0,2,不明,北海道,寿都町,業種J,0,26
2021-01-01,0,0,不明,北海道,黒松内町,業種F,0,96
2021-01-01,0,1,不明,北海道,黒松内町,業種F,0,6
2021-01-01,0,2,不明,北海道,黒松内町,業種G,0,42
2021-01-01,0,0,不明,北海道,蘭越町,業種G,0,106
2021-01-01,0,1,不明,北海道,蘭越町,業種G,0,6
2021-01-01,0,2,不明,北海道,蘭越町,業種G,0,44
2021-01-01,0,0,不明,北海道,ニセコ町,業種G,0,178
2021-01-01,0,1,不明,北海道,ニセコ町,業種I,0,10
2021-01-01,0,2,不明,北海道,ニセコ町,業種E,0,101
2021-01-01,0,0,不明,北海道,真狩村,業種A,0,110
2021-01-01,0,1,不明,北海道,真狩村,業種A,0,4
2021-01-01,0,2,不明,北海道,真狩村,業種J,0,46
2021-01-01,0,0,不明,北海道,留寿都村,業種H,0,249
2021-01-01,0,1,不明,北海道,留寿都村,業種H,0,9
2021-01-01,0,2,不明,北海道,留寿都村,業種D,0,160
2021-01-01,0,0,不明,北海道,喜茂別町,業種E,0,146
2021-01-01,0,1,不明,北海道,喜茂別町,業種F,0,6
2021-01-01,0,2,不明,北海道,喜茂別町,業種A,0,87
2021-01-01,0,0,不明,北海道,京極町,業種F,0,606
2021-01-01,0,1,不明,北海道,京極町,業種I,0,15
2021-01-01,0,2,不明,北海道,京極町,業種G,0,532
2021-01-01,0,0,不明,北海道,倶知安町,業種J,0,210
2021-01-01,0,1,不明,北海道,倶知安町,業種F,0,12
2021-01-01,0,2,不明,北海道,倶知安町,業種G,0,111
2021-01-01,0,0,不明,北海道,共和町,業種C,0,134
2021-01-01,0,1,不明,北海道,共和町,業種G,0,9
2021-01-01,0,2,不明,北海道,共和町,業種H,0,58
2021-01-01,0,0,不明,北海道,岩内町,業種A,0,100
2021-01-01,0,1,不明,北海道,岩内町,業種C,0,7
2021-01-01,0,2,不明,北海道,岩内町,業種G,0,30
2021-01-01,0,0,不明,北海道,泊村,業種E,0,1532
2021-01-01,0,1,不明,北海道,泊村,業種D,0,49
2021-01-01,0,2,不明,北海道,泊村,業種A,0,1427
2021-01-01,0,0,不明,北海道,神恵内村,業種I,0,97
2021-01-01,0,1,不明,北海道,神恵内村,業種H,0,4
2021-01-01,0,2,不明,北海道,神恵内村,業種F,0,31
2021-01-01,0,0,不明,北海道,積丹町,業種F,0,86
2021-01-01,0,1,不明,北海道,積丹町,業種G,0,4
2021-01-01,0,2,不明,北海道,積丹町,業種E,0,32
2021-01-01,0,0,不明,北海道,古平町,業種D,0,79
2021-01-01,0,1,不明,北海道,古平町,業種C,0,7
2021-01-01,0,2,不明,北海道,古平町,業種I,0,28
2021-01-01,0,0,不明,北海道,仁木町,業種D,0,113
2021-01-01,0,1,不明,北海道,仁木町,業種F,0,8
2021-01-01,0,2,不明,北海道,仁木町,業種B,0,48
2021-01-01,0,0,不明,北海道,余市町,業種J,0,100
2021-01-01,0,1,不明,北海道,余市町,業種G,0,6
2021-01-01,0,2,不明,北海道,余市町,業種G,0,37
2021-01-01,0,0,不明,北海道,赤井川村,業種B,0,266
2021-01-01,0,1,不明,北海道,赤井川村,業種D,0,18
2021-01-01,0,2,不明,北海道,赤井川村,業種G,0,193
2021-01-01,0,0,不明,北海道,南幌町,業種I,0,107
2021-01-01,0,1,不明,北海道,南幌町,業種G,0,7
2021-01-01,0,2,不明,北海道,南幌町,業種D,0,41
2021-01-01,0,0,不明,北海道,奈井江町,業種J,0,144
2021-01-01,0,1,不明,北海道,奈井江町,業種B,0,13
2021-01-01,0,2,不明,北海道,奈井江町,業種F,0,76
2021-01-01,0,0,不明,北海道,上砂川町,業種C,0,66
2021-01-01,0,1,不明,北海道,上砂川町,業種E,0,9
2021-01-01,0,2,不明,北海道,上砂川町,業種A,0,17
2021-01-01,0,0,不明,北海道,由仁町,業種J,0,128
2021-01-01,0,1,不明,北海道,由仁町,業種F,0,8
2021-01-01,0,2,不明,北海道,由仁町,業種B,0,60
2021-01-01,0,0,不明,北海道,長沼町,業種I,0,124
2021-01-01,0,1,不明,北海道,長沼町,業種I,0,8
2021-01-01,0,2,不明,北海道,長沼町,業種D,0,50
2021-01-01,0,0,不明,北海道,栗山町,業種G,0,111
2021-01-01,0,1,不明,北海道,栗山町,業種G,0,8
2021-01-01,0,2,不明,北海道,栗山町,業種D,0,46
2021-01-01,0,0,不明,北海道,月形町,業種D,0,96
2021-01-01,0,1,不明,北海道,月形町,業種E,0,5
2021-01-01,0,2,不明,北海道,月形町,業種A,0,32
2021-01-01,0,0,不明,北海道,浦臼町,業種J,0,121
2021-01-01,0,1,不明,北海道,浦臼町,業種A,0,6
2021-01-01,0,2,不明,北海道,浦臼町,業種A,0,54
2021-01-01,0,0,不明,北海道,新十津川町,業種I,0,92
2021-01-01,0,1,不明,北海道,新十津川町,業種F,0,3
2021-01-01,0,2,不明,北海道,新十津川町,業種F,0,35
2021-01-01,0,0,不明,北海道,妹背牛町,業種I,0,110
2021-01-01,0,1,不明,北海道,妹背牛町,業種I,0,6
2021-01-01,0,2,不明,北海道,妹背牛町,業種G,0,46
2021-01-01,0,0,不明,北海道,秩父別町,業種J,0,107
2021-01-01,0,1,不明,北海道,秩父別町,業種B,0,7
2021-01-01,0,2,不明,北海道,秩父別町,業種H,0,36
2021-01-01,0,0,不明,北海道,雨竜町,業種J,0,110
2021-01-01,0,1,不明,北海道,雨竜町,業種J,0,5
2021-01-01,0,2,不明,北海道,雨竜町,業種H,0,42
2021-01-01,0,0,不明,北海道,北竜町,業種A,0,105
2021-01-01,0,1,不明,北海道,北竜町,業種D,0,6
2021-01-01,0,2,不明,北海道,北竜町,業種H,0,41
2021-01-01,0,0,不明,北海道,沼田町,業種D,0,108
2021-01-01,0,1,不明,北海道,沼田町,業種D,0,5
2021-01-01,0,2,不明,北海道,沼田町,業種C,0,41
2021-01-01,0,0,不明,北海道,鷹栖町,業種I,0,122
2021-01-01,0,1,不明,北海道,鷹栖町,業種I,0,5
2021-01-01,0,2,不明,北海道,鷹栖町,業種E,0,63
2021-01-01,0,0,不明,北海道,東神楽町,業種I,0,116
2021-01-01,0,1,不明,北海道,東神楽町,業種C,0,5
2021-01-01,0,2,不明,北海道,東神楽町,業種F,0,47
2021-01-01,0,0,不明,北海道,当麻町,業種I,0,95
2021-01-01,0,1,不明,北海道,当麻町,業種F,0,4
2021-01-01,0,2,不明,北海道,当麻町,業種D,0,41
2021-01-01,0,0,不明,北海道,比布町,業種F,0,93
2021-01-01,0,1,不明,北海道,比布町,業種F,0,6
2021-01-01,0,2,不明,北海道,比布町,業種D,0,36
2021-01-01,0,0,不明,北海道,愛別町,業種I,0,103
2021-01-01,0,1,不明,北海道,愛別町,業種E,0,9
2021-01-01,0,2,不明,北海道,愛別町,業種H,0,46
2021-01-01,0,0,不明,北海道,上川町,業種D,0,138
2021-01-01,0,1,不明,北海道,上川町,業種C,0,8
2021-01-01,0,2,不明,北海道,上川町,業種F,0,67
2021-01-01,0,0,不明,北海道,東川町,業種B,0,110
2021-01-01,0,1,不明,北海道,東川町,業種F,0,6
2021-01-01,0,2,不明,北海道,東川町,業種B,0,54
2021-01-01,0,0,不明,北海道,美瑛町,業種J,0,116
2021-01-01,0,1,不明,北海道,美瑛町,業種G,0,8
2021-01-01,0,2,不明,北海道,美瑛町,業種C,0,48
2021-01-01,0,0,不明,北海道,上富良野町,業種H,0,100
2021-01-01,0,1,不明,北海道,上富良野町,業種I,0,5
2021-01-01,0,2,不明,北海道,上富良野町,業種J,0,36
2021-01-01,0,0,不明,北海道,中富良野町,業種B,0,102
2021-01-01,0,1,不明,北海道,中富良野町,業種B,0,5
2021-01-01,0,2,不明,北海道,中富良野町,業種F,0,40
2021-01-01,0,0,不明,北海道,南富良野町,業種D,0,117
2021-01-01,0,1,不明,北海道,南富良野町,業種I,0,6
2021-01-01,0,2,不明,北海道,南富良野町,業種C,0,57
2021-01-01,0,0,不明,北海道,占冠村,業種B,0,408
2021-01-01,0,1,不明,北海道,占冠村,業種D,0,25
2021-01-01,0,2,不明,北海道,占冠村,業種A,0,326
2021-01-01,0,0,不明,北海道,和寒町,業種G,0,95
2021-01-01,0,1,不明,北海道,和寒町,業種A,0,5
2021-01-01,0,2,不明,北海道,和寒町,業種D,0,37
2021-01-01,0,0,不明,北海道,剣淵町,業種B,0,92
2021-01-01,0,1,不明,北海道,剣淵町,業種D,0,3
2021-01-01,0,2,不明,北海道,剣淵町,業種F,0,38
2021-01-01,0,0,不明,北海道,下川町,業種D,0,110
2021-01-01,0,1,不明,北海道,下川町,業種D,0,5
2021-01-01,0,2,不明,北海道,下川町,業種D,0,53
2021-01-01,0,0,不明,北海道,美深町,業種B,0,105
2021-01-01,0,1,不明,北海道,美深町,業種G,0,4
2021-01-01,0,2,不明,北海道,美深町,業種B,0,46
2021-01-01,0,0,不明,北海道,音威子府村,業種F,0,152
2021-01-01,0,1,不明,北海道,音威子府村,業種F,0,7
2021-01-01,0,2,不明,北海道,音威子府村,業種F,0,49
2021-01-01,0,0,不明,北海道,中川町,業種E,0,125
2021-01-01,0,1,不明,北海道,中川町,業種D,0,10
2021-01-01,0,2,不明,北海道,中川町,業種B,0,52
2021-01-01,0,0,不明,北海道,幌加内町,業種F,0,135
2021-01-01,0,1,不明,北海道,幌加内町,業種D,0,8
2021-01-01,0,2,不明,北海道,幌加内町,業種B,0,56
2021-01-01,0,0,不明,北海道,増毛町,業種B,0,89
2021-01-01,0,1,不明,北海道,増毛町,業種B,0,6
2021-01-01,0,2,不明,北海道,増毛町,業種D,0,33
2021-01-01,0,0,不明,北海道,小平町,業種I,0,104
2021-01-01,0,1,不明,北海道,小平町,業種B,0,5
2021-01-01,0,2,不明,北海道,小平町,業種E,0,40
2021-01-01,0,0,不明,北海道,苫前町,業種D,0,116
2021-01-01,0,1,不明,北海道,苫前町,業種A,0,9
2021-01-01,0,2,不明,北海道,苫前町,業種E,0,43
2021-01-01,0,0,不明,北海道,羽幌町,業種D,0,109
2021-01-01,0,1,不明,北海道,羽幌町,業種A,0,7
2021-01-01,0,2,不明,北海道,羽幌町,業種H,0,39
2021-01-01,0,0,不明,北海道,初山別村,業種H,0,109
2021-01-01,0,1,不明,北海道,初山別村,業種D,0,4
2021-01-01,0,2,不明,北海道,初山別村,業種J,0,44
2021-01-01,0,0,不明,北海道,遠別町,業種G,0,113
2021-01-01,0,1,不明,北海道,遠別町,業種C,0,6
2021-01-01,0,2,不明,北海道,遠別町,業種G,0,42
2021-01-01,0,0,不明,北海道,天塩町,業種C,0,137
2021-01-01,0,1,不明,北海道,天塩町,業種G,0,8
2021-01-01,0,2,不明,北海道,天塩町,業種B,0,49
2021-01-01,0,0,不明,北海道,猿払村,業種C,0,175
2021-01-01,0,1,不明,北海道,猿払村,業種B,0,7
2021-01-01,0,2,不明,北海道,猿払村,業種E,0,58
2021-01-01,0,0,不明,北海道,浜頓別町,業種G,0,143
2021-01-01,0,1,不明,北海道,浜頓別町,業種F,0,12
2021-01-01,0,2,不明,北海道,浜頓別町,業種A,0,48
2021-01-01,0,0,不明,北海道,中頓別町,業種J,0,101
2021-01-01,0,1,不明,北海道,中頓別町,業種H,0,4
2021-01-01,0,2,不明,北海道,中頓別町,業種B,0,36
2021-01-01,0,0,不明,北海道,枝幸町,業種D,0,143
2021-01-01,0,1,不明,北海道,枝幸町,業種H,0,7
2021-01-01,0,2,不明,北海道,枝幸町,業種B,0,48
2021-01-01,0,0,不明,北海道,豊富町,業種C,0,145
2021-01-01,0,1,不明,北海道,豊富町,業種G,0,13
2021-01-01,0,2,不明,北海道,豊富町,業種C,0,61
2021-01-01,0,0,不明,北海道,礼文町,業種E,0,114
2021-01-01,0,1,不明,北海道,礼文町,業種I,0,5
2021-01-01,0,2,不明,北海道,礼文町,業種A,0,26
2021-01-01,0,0,不明,北海道,利尻町,業種A,0,109
2021-01-01,0,1,不明,北海道,利尻町,業種E,0,6
2021-01-01,0,2,不明,北海道,利尻町,業種G,0,27
2021-01-01,0,0,不明,北海道,利尻富士町,業種H,0,112
2021-01-01,0,1,不明,北海道,利尻富士町,業種G,0,5
2021-01-01,0,2,不明,北海道,利尻富士町,業種B,0,42
2021-01-01,0,0,不明,北海道,幌延町,業種J,0,262
2021-01-01,0,1,不明,北海道,幌延町,業種H,0,15
2021-01-01,0,2,不明,北海道,幌延町,業種E,0,169
2021-01-01,0,0,不明,北海道,美幌町,業種I,0,119
2021-01-01,0,1,不明,北海道,美幌町,業種G,0,7
2021-01-01,0,2,不明,北海道,美幌町,業種G,0,46
2021-01-01,0,0,不明,北海道,津別町,業種E,0,132
2021-01-01,0,1,不明,北海道,津別町,業種D,0,11
2021-01-01,0,2,不明,北海道,津別町,業種H,0,65
2021-01-01,0,0,不明,北海道,斜里町,業種B,0,166
2021-01-01,0,1,不明,北海道,斜里町,業種I,0,11
2021-01-01,0,2,不明,北海道,斜里町,業種C,0,68
2021-01-01,0,0,不明,北海道,清里町,業種E,0,122
2021-01-01,0,1,不明,北海道,清里町,業種J,0,3
2021-01-01,0,2,不明,北海道,清里町,業種G,0,51
2021-01-01,0,0,不明,北海道,小清水町,業種B,0,137
2021-01-01,0,1,不明,北海道,小清水町,業種J,0,8
2021-01-01,0,2,不明,北海道,小清水町,業種J,0,58
2021-01-01,0,0,不明,北海道,訓子府町,業種I,0,111
2021-01-01,0,1,不明,北海道,訓子府町,業種J,0,5
2021-01-01,0,2,不明,北海道,訓子府町,業種D,0,46
2021-01-01,0,0,不明,北海道,置戸町,業種C,0,112
2021-01-01,0,1,不明,北海道,置戸町,業種C,0,5
2021-01-01,0,2,不明,北海道,置戸町,業種A,0,51
2021-01-01,0,0,不明,北海道,佐呂間町,業種I,0,149
2021-01-01,0,1,不明,北海道,佐呂間町,業種H,0,10
2021-01-01,0,2,不明,北海道,佐呂間町,業種I,0,64
2021-01-01,0,0,不明,北海道,遠軽町,業種H,0,111
2021-01-01,0,1,不明,北海道,遠軽町,業種D,0,6
2021-01-01,0,2,不明,北海道,遠軽町,業種J,0,41
2021-01-01,0,0,不明,北海道,湧別町,業種A,0,130
2021-01-01,0,1,不明,北海道,湧別町,業種J,0,9
2021-01-01,0,2,不明,北海道,湧別町,業種A,0,53
2021-01-01,0,0,不明,北海道,滝上町,業種F,0,106
2021-01-01,0,1,不明,北海道,滝上町,業種B,0,5
2021-01-01,0,2,不明,北海道,滝上町,業種F,0,44
2021-01-01,0,0,不明,北海道,興部町,業種G,0,141
2021-01-01,0,1,不明,北海道,興部町,業種H,0,11
2021-01-01,0,2,不明,北海道,興部町,業種A,0,53
2021-01-01,0,0,不明,北海道,西興部村,業種C,0,103
2021-01-01,0,1,不明,北海道,西興部村,業種D,0,4
2021-01-01,0,2,不明,北海道,西興部村,業種E,0,41
2021-01-01,0,0,不明,北海道,雄武町,業種I,0,149
2021-01-01,0,1,不明,北海道,雄武町,業種C,0,8
2021-01-01,0,2,不明,北海道,雄武町,業種G,0,55
2021-01-01,0,0,不明,北海道,大空町,業種E,0,150
2021-01-01,0,1,不明,北海道,大空町,業種D,0,8
2021-01-01,0,2,不明,北海道,大空町,業種A,0,69
2021-01-01,0,0,不明,北海道,豊浦町,業種J,0,108
2021-01-01,0,1,不明,北海道,豊浦町,業種B,0,6
2021-01-01,0,2,不明,北海道,豊浦町,業種H,0,56
2021-01-01,0,0,不明,北海道,壮瞥町,業種F,0,143
2021-01-01,0,1,不明,北海道,壮瞥町,業種H,0,10
2021-01-01,0,2,不明,北海道,壮瞥町,業種G,0,68
2021-01-01,0,0,不明,北海道,白老町,業種E,0,155
2021-01-01,0,1,不明,北海道,白老町,業種D,0,9
2021-01-01,0,2,不明,北海道,白老町,業種J,0,97
2021-01-01,0,0,不明,北海道,厚真町,業種J,0,385
2021-01-01,0,1,不明,北海道,厚真町,業種D,0,25
2021-01-01,0,2,不明,北海道,厚真町,業種G,0,297
2021-01-01,0,0,不明,北海道,洞爺湖町,業種G,0,125
2021-01-01,0,1,不明,北海道,洞爺湖町,業種A,0,6
2021-01-01,0,2,不明,北海道,洞爺湖町,業種B,0,60
2021-01-01,0,0,不明,北海道,安平町,業種A,0,275
2021-01-01,0,1,不明,北海道,安平町,業種A,0,27
2021-01-01,0,2,不明,北海道,安平町,業種I,0,148
2021-01-01,0,0,不明,北海道,むかわ町,業種F,0,144
2021-01-01,0,1,不明,北海道,むかわ町,業種D,0,8
2021-01-01,0,2,不明,北海道,むかわ町,業種E,0,76
2021-01-01,0,0,不明,北海道,日高町,業種I,0,136
2021-01-01,0,1,不明,北海道,日高町,業種B,0,9
2021-01-01,0,2,不明,北海道,日高町,業種B,0,59
2021-01-01,0,0,不明,北海道,平取町,業種B,0,114
2021-01-01,0,1,不明,北海道,平取町,業種D,0,6
2021-01-01,0,2,不明,北海道,平取町,業種H,0,42
2021-01-01,0,0,不明,北海道,新冠町,業種F,0,139
2021-01-01,0,1,不明,北海道,新冠町,業種J,0,10
2021-01-01,0,2,不明,北海道,新冠町,業種J,0,60
2021-01-01,0,0,不明,北海道,浦河町,業種F,0,123
2021-01-01,0,1,不明,北海道,浦河町,業種E,0,10
2021-01-01,0,2,不明,北海道,浦河町,業種F,0,45
2021-01-01,0,0,不明,北海道,様似町,業種A,0,111
2021-01-01,0,1,不明,北海道,様似町,業種E,0,8
2021-01-01,0,2,不明,北海道,様似町,業種E,0,48
2021-01-01,0,0,不明,北海道,えりも町,業種C,0,106
2021-01-01,0,1,不明,北海道,えりも町,業種G,0,5
2021-01-01,0,2,不明,北海道,えりも町,業種C,0,37
2021-01-01,0,0,不明,北海道,新ひだか町,業種D,0,135
2021-01-01,0,1,不明,北海道,新ひだか町,業種G,0,10
2021-01-01,0,2,不明,北海道,新ひだか町,業種H,0,58
2021-01-01,0,0,不明,北海道,音更町,業種D,0,119
2021-01-01,0,1,不明,北海道,音更町,業種I,0,7
2021-01-01,0,2,不明,北海道,音更町,業種D,0,50
2021-01-01,0,0,不明,北海道,士幌町,業種D,0,197
2021-01-01,0,1,不明,北海道,士幌町,業種D,0,12
2021-01-01,0,2,不明,北海道,士幌町,業種I,0,90
2021-01-01,0,0,不明,北海道,上士幌町,業種I,0,181
2021-01-01,0,1,不明,北海道,上士幌町,業種G,0,17
2021-01-01,0,2,不明,北海道,上士幌町,業種B,0,92
2021-01-01,0,0,不明,北海道,鹿追町,業種E,0,163
2021-01-01,0,1,不明,北海道,鹿追町,業種D,0,6
2021-01-01,0,2,不明,北海道,鹿追町,業種H,0,77
2021-01-01,0,0,不明,北海道,新得町,業種D,0,179
2021-01-01,0,1,不明,北海道,新得町,業種D,0,11
2021-01-01,0,2,不明,北海道,新得町,業種I,0,108
2021-01-01,0,0,不明,北海道,清水町,業種J,0,153
2021-01-01,0,1,不明,北海道,清水町,業種H,0,10
2021-01-01,0,2,不明,北海道,清水町,業種I,0,76
2021-01-01,0,0,不明,北海道,芽室町,業種I,0,178
2021-01-01,0,1,不明,北海道,芽室町,業種A,0,16
2021-01-01,0,2,不明,北海道,芽室町,業種C,0,89
2021-01-01,0,0,不明,北海道,中札内村,業種H,0,168
2021-01-01,0,1,不明,北海道,中札内村,業種C,0,14
2021-01-01,0,2,不明,北海道,中札内村,業種F,0,78
2021-01-01,0,0,不明,北海道,更別村,業種I,0,194
2021-01-01,0,1,不明,北海道,更別村,業種B,0,9
2021-01-01,0,2,不明,北海道,更別村,業種F,0,105
2021-01-01,0,0,不明,北海道,大樹町,業種D,0,169
2021-01-01,0,1,不明,北海道,大樹町,業種D,0,14
2021-01-01,0,2,不明,北海道,大樹町,業種B,0,81
2021-01-01,0,0,不明,北海道,広尾町,業種H,0,143
2021-01-01,0,1,不明,北海道,広尾町,業種C,0,9
2021-01-01,0,2,不明,北海道,広尾町,業種H,0,64
2021-01-01,0,0,不明,北海道,幕別町,業種E,0,111
2021-01-01,0,1,不明,北海道,幕別町,業種I,0,7
2021-01-01,0,2,不明,北海道,幕別町,業種G,0,46
2021-01-01,0,0,不明,北海道,池田町,業種B,0,114
2021-01-01,0,1,不明,北海道,池田町,業種B,0,6
2021-01-01,0,2,不明,北海道,池田町,業種F,0,49
2021-01-01,0,0,不明,北海道,豊頃町,業種G,0,203
2021-01-01,0,1,不明,北海道,豊頃町,業種D,0,20
2021-01-01,0,2,不明,北海道,豊頃町,業種C,0,109
2021-01-01,0,0,不明,北海道,本別町,業種E,0,146
2021-01-01,0,1,不明,北海道,本別町,業種B,0,11
2021-01-01,0,2,不明,北海道,本別町,業種I,0,66
2021-01-01,0,0,不明,北海道,足寄町,業種G,0,143
2021-01-01,0,1,不明,北海道,足寄町,業種C,0,9
2021-01-01,0,2,不明,北海道,足寄町,業種F,0,69
2021-01-01,0,0,不明,北海道,陸別町,業種A,0,148
2021-01-01,0,1,不明,北海道,陸別町,業種D,0,6
2021-01-01,0,2,不明,北海道,陸別町,業種E,0,78
2021-01-01,0,0,不明,北海道,浦幌町,業種A,0,157
2021-01-01,0,1,不明,北海道,浦幌町,業種B,0,8
2021-01-01,0,2,不明,北海道,浦幌町,業種G,0,81
2021-01-01,0,0,不明,北海道,釧路町,業種H,0,145
2021-01-01,0,1,不明,北海道,釧路町,業種I,0,10
2021-01-01,0,2,不明,北海道,釧路町,業種D,0,67
2021-01-01,0,0,不明,北海道,厚岸町,業種D,0,126
2021-01-01,0,1,不明,北海道,厚岸町,業種I,0,8
2021-01-01,0,2,不明,北海道,厚岸町,業種D,0,47
2021-01-01,0,0,不明,北海道,浜中町,業種A,0,151
2021-01-01,0,1,不明,北海道,浜中町,業種A,0,8
2021-01-01,0,2,不明,北海道,浜中町,業種I,0,70
2021-01-01,0,0,不明,北海道,標茶町,業種G,0,156
2021-01-01,0,1,不明,北海道,標茶町,業種I,0,10
2021-01-01,0,2,不明,北海道,標茶町,業種C,0,73
2021-01-01,0,0,不明,北海道,弟子屈町,業種D,0,137
2021-01-01,0,1,不明,北海道,弟子屈町,業種B,0,10
2021-01-01,0,2,不明,北海道,弟子屈町,業種B,0,64
2021-01-01,0,0,不明,北海道,鶴居村,業種H,0,164
