日付,性別,年齢,政党,都道府県,立候補者名,職業,職業カテゴリ(未使用),カウント,職業カテゴリ,選挙制度,小選挙区,前・元・新,当選回数,推薦,性別>年齢,政党>性別,政党>年齢>性別,政党>都道府県,政党>職業カテゴリ
2021-10-31,♂男性,53,立民,福島県,小熊 慎司♂(53),元参議院議員、元福島県議会議員,0,1,議員,小選挙区,04,前,4,社民県連合,,,,,
2021-10-31,♂男性,73,自民,福島県,吉野 正芳♂(73),元復興大臣、元衆議院東日本大震災復興特別委員長,0,1,大臣,小選挙区,05,前,8,公明,,,,,
2021-10-31,♂男性,51,無,茨城県,福島 伸享♂(51),元民進党政務調査会副会長、元経済産業省職員,0,1,政党役職,小選挙区,01,元,3,-,,,,,
2021-10-31,♂男性,77,自民,茨城県,額賀 福志郎♂(77),元財務大臣、自民党税制調査会顧問,0,1,大臣,小選挙区,02,前,13,公明,,,,,
2021-10-31,♂男性,62,自民,茨城県,葉梨 康弘♂(62),元農林水産副大臣、元衆議院法務委員長,0,1,大臣,小選挙区,03,前,6,公明,,,,,
2021-10-31,♂男性,66,自民,茨城県,梶山 弘志♂(66),自民党幹事長代行、元経済産業大臣,0,1,政党役職,小選挙区,04,前,8,公明,,,,,
2021-10-31,♂男性,39,国民,茨城県,浅野 哲♂(39),元衆議院議員秘書、元日立製作所労組特別中央執行委員,0,1,議員,小選挙区,05,前,2,-,,,,,
2021-10-31,♀女性,42,自民,茨城県,国光 文乃♀(42),医師、元厚生労働省課長補佐,0,1,医師,小選挙区,06,前,2,公明,,,,,
2021-10-31,♀女性,67,自民,茨城県,永岡 桂子♀(67),元文部科学副大臣、元衆議院消費者問題に関する特別委員長,0,1,大臣,小選挙区,07,前,6,公明,,,,,
2021-10-31,♂男性,67,自民,栃木県,船田 元♂(67),自民党衆議院議員総会長、元経済企画庁長官,0,1,議員,小選挙区,01,前,13,公明,,,,,
2021-10-31,♂男性,73,立民,栃木県,福田 昭夫♂(73),元栃木県知事、元総務政務官,0,1,首長,小選挙区,02,前,6,-,,,,,
2021-10-31,♂男性,42,自民,栃木県,簗 和生♂(42),元国土交通政務官、元日本経済研究所研究員,0,1,政務官,小選挙区,03,前,4,公明,,,,,
2021-10-31,♂男性,69,自民,栃木県,佐藤 勉♂(69),元自民党総務会長、元総務大臣,0,1,政党役職,小選挙区,04,前,9,公明,,,,,
2021-10-31,♂男性,66,自民,栃木県,茂木 敏充♂(66),外務大臣、元自民党政務調査会長,0,1,大臣,小選挙区,05,前,10,公明,,,,,
2021-10-31,♂男性,39,自民,群馬県,中曽根 康隆♂(39),自民党青年局国際部副部長、元ＪＰモルガン証券社員,0,1,その他,小選挙区,01,前,2,公明,,,,,
2021-10-31,♂男性,41,自民,群馬県,井野 俊郎♂(41),元衆議院議院運営委員会理事、元群馬県伊勢崎市議会議員,0,1,団体役員,小選挙区,02,前,4,公明,,,,,
2021-10-31,♂男性,55,自民,群馬県,笹川 博義♂(55),元環境副大臣、元群馬県議会議員,0,1,大臣,小選挙区,03,前,4,公明,,,,,
2021-10-31,♂男性,54,自民,群馬県,福田 達夫♂(54),自民党総務会長、元三菱商事社員,0,1,政党役職,小選挙区,04,前,4,公明,,,,,
2021-10-31,♀女性,47,自民,群馬県,小渕 優子♀(47),自民党組織運動本部長、元経済産業大臣,0,1,その他,小選挙区,05,前,8,公明,,,,,
2021-10-31,♂男性,41,自民,埼玉県,村井 英樹♂(41),総理大臣補佐官、元自民党副幹事長,0,1,大臣,小選挙区,01,前,4,公明,,,,,
2021-10-31,♂男性,63,自民,埼玉県,新藤 義孝♂(63),元総務大臣、自民党政務調査会長代理,0,1,大臣,小選挙区,02,前,8,公明,,,,,
2021-10-31,♂男性,51,自民,埼玉県,黄川田 仁志♂(51),内閣府副大臣、元環境コンサルタント,0,1,大臣,小選挙区,03,前,4,公明,,,,,
2021-10-31,♂男性,47,自民,埼玉県,穂坂 泰♂(47),環境政務官、元埼玉県志木市議会議員,0,1,政務官,小選挙区,04,前,2,公明,,,,,
2021-10-31,♂男性,57,立民,埼玉県,枝野 幸男♂(57),立憲民主党代表、元官房長官,0,1,政党役職,小選挙区,05,前,10,-,,,,,
2021-10-31,♂男性,64,立民,埼玉県,大島 敦♂(64),立憲民主党組織委員長、元総務副大臣,0,1,政党役職,小選挙区,06,前,8,-,,,,,
2021-10-31,♂男性,60,自民,埼玉県,中野 英幸♂(60),元埼玉県議会議員、和菓子メーカー社長,0,1,議員,小選挙区,07,新,1,公明,,,,,
2021-10-31,♂男性,55,自民,埼玉県,柴山 昌彦♂(55),元文部科学大臣、弁護士,0,1,大臣,小選挙区,08,前,7,公明,,,,,
2021-10-31,♂男性,48,自民,埼玉県,大塚 拓♂(48),元財務副大臣、元三菱東京ＵＦＪ銀行行員,0,1,大臣,小選挙区,09,前,5,公明,,,,,
2021-10-31,♂男性,38,自民,埼玉県,山口 晋♂(38),元官房長官秘書官、元東京ガス社員,0,1,政治スタッフ,小選挙区,10,新,1,公明,,,,,
2021-10-31,♂男性,69,自民,埼玉県,小泉 龍司♂(69),自民党国際局長、元大蔵省室長,0,1,その他,小選挙区,11,前,7,公明,,,,,
2021-10-31,♂男性,47,立民,埼玉県,森田 俊和♂(47),元埼玉県議会議員、介護施設運営会社代表取締役,0,1,議員,小選挙区,12,前,2,-,,,,,
2021-10-31,♀女性,69,自民,埼玉県,土屋 品子♀(69),元厚生労働副大臣、自民党総務副会長,0,1,大臣,小選挙区,13,前,8,公明,,,,,
2021-10-31,♂男性,66,自民,埼玉県,三ツ林 裕己♂(66),元内閣府副大臣、医師,0,1,大臣,小選挙区,14,前,4,公明,,,,,
2021-10-31,♂男性,57,自民,埼玉県,田中 良生♂(57),元内閣府副大臣、元ケーブルテレビ会社代表取締役,0,1,大臣,小選挙区,15,前,5,公明,,,,,
2021-10-31,♂男性,60,立民,千葉県,田嶋 要♂(60),元経済産業政務官、立憲民主党環境エネルギー調査会長,0,1,政務官,小選挙区,01,前,7,-,,,,,
2021-10-31,♂男性,46,自民,千葉県,小林 鷹之♂(46),経済安全保障担当大臣、元財務省課長補佐,0,1,大臣,小選挙区,02,前,4,公明,,,,,
2021-10-31,♂男性,59,自民,千葉県,松野 博一♂(59),官房長官、元文部科学大臣,0,1,その他,小選挙区,03,前,8,公明,,,,,
2021-10-31,♂男性,64,立民,千葉県,野田 佳彦♂(64),元総理大臣、立憲民主党最高顧問,0,1,大臣,小選挙区,04,前,9,-,,,,,
2021-10-31,♂男性,49,自民,千葉県,薗浦 健太郎♂(49),元総理大臣補佐官、自民党副幹事長,0,1,大臣,小選挙区,05,前,5,公明,,,,,
2021-10-31,♂男性,71,自民,千葉県,渡辺 博道♂(71),元復興大臣、元衆議院原子力問題調査特別委員長,0,1,大臣,小選挙区,06,前,8,公明,,,,,
2021-10-31,♂男性,62,自民,千葉県,齋藤 健♂(62),元農林水産大臣、元衆議院予算委員会理事,0,1,大臣,小選挙区,07,前,5,公明,,,,,
2021-10-31,♂男性,47,立民,千葉県,本庄 知史♂(47),元外務大臣秘書官、元衆議院議員秘書,0,1,大臣,小選挙区,08,新,1,-,,,,,
2021-10-31,♂男性,57,立民,千葉県,奥野 総一郎♂(57),元衆議院予算委員会理事、立憲民主党国会対策委員長代理,0,1,団体役員,小選挙区,09,前,5,-,,,,,
2021-10-31,♂男性,74,自民,千葉県,林 幹雄♂(74),元経済産業大臣、元自民党幹事長代理,0,1,大臣,小選挙区,10,前,10,公明,,,,,
2021-10-31,♂男性,73,自民,千葉県,森 英介♂(73),元法務大臣、元衆議院政治倫理審査会長,0,1,大臣,小選挙区,11,前,11,公明,,,,,
2021-10-31,♂男性,66,自民,千葉県,浜田 靖一♂(66),元防衛大臣、自民党千葉県連会長,0,1,大臣,小選挙区,12,前,10,公明,,,,,
2021-10-31,♂男性,59,自民,千葉県,松本 尚♂(59),医師、日本医科大学特任教授,0,1,医師,小選挙区,13,新,1,公明,,,,,
2021-10-31,♂男性,47,自民,東京都,山田 美樹♂(47),元外務政務官、元経済産業省職員,0,1,政務官,小選挙区,01,前,4,公明,,,,,
2021-10-31,♂男性,42,自民,東京都,辻 清人♂(42),元外務政務官、自民党遊説局長,0,1,政務官,小選挙区,02,前,4,公明,,,,,
2021-10-31,♂男性,65,立民,東京都,松原 仁♂(65),元拉致問題担当大臣、元国家公安委員長,0,1,大臣,小選挙区,03,前,8,-,,,,,
2021-10-31,♂男性,54,自民,東京都,平 将明♂(54),元内閣府副大臣、自民党内閣第二部会長,0,1,大臣,小選挙区,04,前,6,公明,,,,,
2021-10-31,♂男性,55,立民,東京都,手塚 仁雄♂(55),立憲民主党幹事長代理、立憲民主党東京都連幹事長,0,1,政党役職,小選挙区,05,前,5,れ新・社民都連合,,,,,
2021-10-31,♂男性,42,立民,東京都,落合 貴之♂(42),立憲民主党政務調査会副会長、立憲民主党経済政策調査会事務局長,0,1,政党役職,小選挙区,06,前,3,れ新・社民都連合,,,,,
2021-10-31,♂男性,61,立民,東京都,長妻 昭♂(61),立憲民主党副代表、元厚生労働大臣,0,1,政党役職,小選挙区,07,前,8,-,,,,,
2021-10-31,♀女性,49,立民,東京都,吉田 晴美♀(49),元法務大臣秘書官、神田外語大学特任教授,0,1,大臣,小選挙区,08,新,1,れ新・社民都連合,,,,,
2021-10-31,♂男性,40,立民,東京都,山岸 一生♂(40),元朝日新聞記者,0,1,記者,小選挙区,09,新,1,社民都連合,,,,,
2021-10-31,♂男性,44,自民,東京都,鈴木 隼人♂(44),元外務政務官,0,1,政務官,小選挙区,10,前,3,公明,,,,,
2021-10-31,♂男性,67,自民,東京都,下村 博文♂(67),元自民党政務調査会長、元文部科学大臣,0,1,政党役職,小選挙区,11,前,9,公明,,,,,
2021-10-31,♂男性,56,公明,東京都,岡本 三成♂(56),元外務政務官、公明党国土交通部会長,0,1,政務官,小選挙区,12,前,4,自民,,,,,
2021-10-31,♂男性,31,自民,東京都,土田 慎♂(31),元参議院議員秘書、元リクルート社員,0,1,議員,小選挙区,13,新,1,公明,,,,,
2021-10-31,♀女性,65,自民,東京都,松島 みどり♀(65),元法務大臣、元自民党広報本部長,0,1,大臣,小選挙区,14,前,7,公明,,,,,
2021-10-31,♂男性,50,自民,東京都,柿沢 未途♂(50),元維新の党幹事長、元東京都議会議員,0,1,政党役職,小選挙区,15,前,5,-,,,,,
2021-10-31,♂男性,75,自民,東京都,大西 英男♂(75),元国土交通副大臣、元総務政務官,0,1,大臣,小選挙区,16,前,4,公明,,,,,
2021-10-31,♂男性,76,自民,東京都,平沢 勝栄♂(76),元復興大臣、元内閣府副大臣,0,1,大臣,小選挙区,17,前,9,-,,,,,
2021-10-31,♂男性,75,立民,東京都,菅 直人♂(75),元総理大臣、立憲民主党最高顧問,0,1,大臣,小選挙区,18,前,14,-,,,,,
2021-10-31,♂男性,64,立民,東京都,末松 義規♂(64),元復興副大臣、元総理大臣補佐官,0,1,大臣,小選挙区,19,前,7,-,,,,,
2021-10-31,♂男性,51,自民,東京都,木原 誠二♂(51),官房副長官、元外務副大臣,0,1,その他,小選挙区,20,前,5,公明,,,,,
2021-10-31,♂男性,57,自民,東京都,小田原 潔♂(57),外務副大臣、元外務政務官,0,1,大臣,小選挙区,21,前,4,公明,,,,,
2021-10-31,♂男性,60,自民,東京都,伊藤 達也♂(60),元金融担当大臣、元総理大臣補佐官,0,1,大臣,小選挙区,22,前,9,公明,,,,,
2021-10-31,♂男性,40,自民,東京都,小倉 將信♂(40),元総務政務官、元日本銀行職員,0,1,政務官,小選挙区,23,前,4,公明,,,,,
2021-10-31,♂男性,58,自民,東京都,萩生田 光一♂(58),経済産業大臣、元文部科学大臣,0,1,大臣,小選挙区,24,前,6,公明,,,,,
2021-10-31,♂男性,52,自民,東京都,井上 信治♂(52),元万博担当大臣、元消費者担当大臣,0,1,大臣,小選挙区,25,前,7,公明,,,,,
2021-10-31,♂男性,46,立民,神奈川県,篠原 豪♂(46),立憲民主党外交・安保・主権調査会長、元立憲民主党副幹事長,0,1,政党役職,小選挙区,01,前,3,-,,,,,
2021-10-31,♂男性,72,自民,神奈川県,菅 義偉♂(72),元総理大臣、元官房長官,0,1,大臣,小選挙区,02,前,9,公明,,,,,
2021-10-31,♂男性,57,自民,神奈川県,中西 健治♂(57),元財務副大臣、元証券会社副社長,0,1,大臣,小選挙区,03,新,1,公明,,,,,
2021-10-31,♀女性,62,立民,神奈川県,早稲田 夕季♀(62),元神奈川県議会議員、元神奈川県鎌倉市議会議員,0,1,議員,小選挙区,04,前,2,-,,,,,
2021-10-31,♂男性,56,自民,神奈川県,坂井 学♂(56),元官房副長官、元総務副大臣,0,1,その他,小選挙区,05,前,5,公明,,,,,
2021-10-31,♂男性,53,自民,神奈川県,古川 直季♂(53),元横浜市議会議員、元横浜銀行行員,0,1,議員,小選挙区,06,新,1,公明,,,,,
2021-10-31,♂男性,44,自民,神奈川県,鈴木 馨祐♂(44),元外務副大臣、元財務副大臣,0,1,大臣,小選挙区,07,前,5,公明,,,,,
2021-10-31,♂男性,65,立民,神奈川県,江田 憲司♂(65),立憲民主党代表代行、元総理大臣秘書官,0,1,政党役職,小選挙区,08,前,7,-,,,,,
2021-10-31,♂男性,56,立民,神奈川県,笠 浩史♂(56),元文部科学副大臣、元衆議院科学技術・イノベーション推進特別委員長,0,1,大臣,小選挙区,09,前,7,-,,,,,
2021-10-31,♂男性,72,自民,神奈川県,田中 和徳♂(72),自民党幹事長代理、元復興大臣,0,1,政党役職,小選挙区,10,前,9,公明,,,,,
2021-10-31,♂男性,40,自民,神奈川県,小泉 進次郎♂(40),元環境大臣、元自民党厚生労働部会長,0,1,大臣,小選挙区,11,前,5,-,,,,,
2021-10-31,♀女性,73,立民,神奈川県,阿部 知子♀(73),立憲民主党神奈川県連代表、医師,0,1,政党役職,小選挙区,12,前,8,-,,,,,
2021-10-31,♂男性,44,立民,神奈川県,太 栄志♂(44),元シンクタンク職員、元衆議院議員秘書,0,1,官僚,小選挙区,13,新,1,-,,,,,
2021-10-31,♂男性,53,自民,神奈川県,赤間 二郎♂(53),元総務副大臣、元神奈川県議会議員,0,1,大臣,小選挙区,14,前,5,公明,,,,,
2021-10-31,♂男性,58,自民,神奈川県,河野 太郎♂(58),自民党広報本部長、元規制改革担当大臣,0,1,その他,小選挙区,15,前,9,公明,,,,,
2021-10-31,♂男性,52,立民,神奈川県,後藤 祐一♂(52),立憲民主党神奈川県連副代表、元経済産業省課長補佐,0,1,政党役職,小選挙区,16,前,5,-,,,,,
2021-10-31,♀女性,45,自民,神奈川県,牧島 かれん♀(45),デジタル大臣、元自民党青年局長,0,1,大臣,小選挙区,17,前,4,公明,,,,,
2021-10-31,♂男性,53,自民,神奈川県,山際 大志郎♂(53),経済再生担当大臣、元自民党政務調査会長代理,0,1,大臣,小選挙区,18,前,6,公明,,,,,
2021-10-31,♀女性,54,立民,新潟県,西村 智奈美♀(54),元厚生労働副大臣、元衆議院沖縄及び北方問題に関する特別委員長,0,1,大臣,小選挙区,01,前,6,社民県連合,,,,,
2021-10-31,♂男性,57,自民,新潟県,細田 健一♂(57),経済産業副大臣、元経済産業省課長補佐,0,1,大臣,小選挙区,02,前,4,公明,,,,,
2021-10-31,♂男性,44,自民,新潟県,斎藤 洋明♂(44),自民党総務部会長代理、元総務政務官,0,1,政党役職,小選挙区,03,前,4,公明,,,,,
2021-10-31,♀女性,52,立民,新潟県,菊田 真紀子♀(52),立憲民主党幹事長代理、元外務政務官,0,1,政党役職,小選挙区,04,前,7,社民県連合,,,,,
2021-10-31,♂男性,54,無,新潟県,米山 隆一♂(54),元新潟県知事、弁護士,0,1,首長,小選挙区,05,新,1,立民県連・共産県委員会・社民,,,,,
2021-10-31,♂男性,47,立民,新潟県,梅谷 守♂(47),元新潟県議会議員、元衆議院議員秘書,0,1,議員,小選挙区,06,新,1,-,,,,,
2021-10-31,♂男性,57,自民,長野県,若林 健太♂(57),元参議院農林水産委員長、税理士,0,1,政党役職,小選挙区,01,新,1,公明,,,,,
2021-10-31,♂男性,65,立民,長野県,下条 みつ♂(65),元防衛政務官、立憲民主党長野県連幹事長,0,1,政務官,小選挙区,02,前,5,-,,,,,
2021-10-31,♂男性,43,自民,長野県,井出 庸生♂(43),自民党法務部会長代理、元ＮＨＫ記者,0,1,政党役職,小選挙区,03,前,4,公明,,,,,
2021-10-31,♂男性,65,自民,長野県,後藤 茂之♂(65),厚生労働大臣、自民党長野県連会長,0,1,大臣,小選挙区,04,前,7,公明,,,,,
2021-10-31,♂男性,63,自民,長野県,宮下 一郎♂(63),元内閣府副大臣、自民党長野県連副会長,0,1,大臣,小選挙区,05,前,6,公明,,,,,
2021-10-31,♂男性,45,自民,山梨県,中谷 真一♂(45),元外務政務官、元陸上自衛官,0,1,政務官,小選挙区,01,前,4,公明,,,,,
2021-10-31,♀女性,56,自民,山梨県,堀内 詔子♀(56),ワクチン接種担当大臣、オリンピック･パラリンピック担当大臣,0,1,大臣,小選挙区,02,前,4,公明,,,,,
2021-10-31,♂男性,48,自民,富山県,田畑 裕明♂(48),総務副大臣、元富山県議会議員,0,1,大臣,小選挙区,01,前,4,公明,,,,,
2021-10-31,♂男性,56,自民,富山県,上田 英俊♂(56),元衆議院議員秘書、元富山県議会議長,0,1,議員,小選挙区,02,新,1,公明,,,,,
2021-10-31,♂男性,60,自民,富山県,橘 慶一郎♂(60),元復興副大臣、元富山県高岡市長,0,1,大臣,小選挙区,03,前,5,公明,,,,,
2021-10-31,♂男性,51,自民,石川県,小森 卓郎♂(51),元金融庁総合政策局総合政策課長、元石川県総務部長,0,1,その他,小選挙区,01,新,1,公明,,,,,
2021-10-31,♂男性,47,自民,石川県,佐々木 紀♂(47),元国土交通政務官、元自民党青年局長,0,1,政務官,小選挙区,02,前,4,公明,,,,,
2021-10-31,♂男性,52,自民,石川県,西田 昭二♂(52),元石川県議会議員、元衆議院議員秘書,0,1,議員,小選挙区,03,前,2,公明,,,,,
2021-10-31,♀女性,62,自民,福井県,稲田 朋美♀(62),元防衛大臣、元自民党幹事長代行,0,1,大臣,小選挙区,01,前,6,公明,,,,,
2021-10-31,♂男性,65,自民,福井県,高木 毅♂(65),元復興大臣、自民党国会対策委員長,0,1,大臣,小選挙区,02,前,8,公明,,,,,
2021-10-31,♀女性,61,自民,岐阜県,野田 聖子♀(61),少子化担当大臣、元自民党幹事長代行,0,1,大臣,小選挙区,01,前,10,公明,,,,,
2021-10-31,♂男性,58,自民,岐阜県,棚橋 泰文♂(58),元国家公安委員長、元衆議院予算委員長,0,1,政党役職,小選挙区,02,前,9,公明,,,,,
2021-10-31,♂男性,66,自民,岐阜県,武藤 容治♂(66),自民党副幹事長、元経済産業副大臣,0,1,政党役職,小選挙区,03,前,5,公明,,,,,
2021-10-31,♂男性,43,自民,岐阜県,金子 俊平♂(43),自民党青年局次長、元国土交通大臣秘書官,0,1,その他,小選挙区,04,前,2,公明,,,,,
2021-10-31,♂男性,69,自民,岐阜県,古屋 圭司♂(69),自民党政務調査会長代行、元国家公安委員長,0,1,政党役職,小選挙区,05,前,11,公明,,,,,
2021-10-31,♀女性,68,自民,静岡県,上川 陽子♀(68),元法務大臣、元自民党静岡県連会長,0,1,大臣,小選挙区,01,前,7,公明,,,,,
2021-10-31,♂男性,45,自民,静岡県,井林 辰憲♂(45),元環境政務官、元国土交通省中部地方整備局課長,0,1,政務官,小選挙区,02,前,4,公明,,,,,
2021-10-31,♂男性,45,立民,静岡県,小山 展弘♂(45),元農林中央金庫職員、日本労働者協同組合連合会顧問,0,1,官僚,小選挙区,03,元,3,-,,,,,
2021-10-31,♂男性,45,自民,静岡県,深澤 陽一♂(45),元静岡県議会議員、元静岡市議会議員,0,1,議員,小選挙区,04,前,2,公明,,,,,
2021-10-31,♂男性,50,無,静岡県,細野 豪志♂(50),元環境大臣、元民主党幹事長,0,1,大臣,小選挙区,05,前,8,-,,,,,
2021-10-31,♂男性,45,自民,静岡県,勝俣 孝明♂(45),元環境政務官、元スルガ銀行行員,0,1,政務官,小選挙区,06,前,4,公明,,,,,
2021-10-31,♂男性,56,自民,静岡県,城内 実♂(56),元外務副大臣、元環境副大臣,0,1,大臣,小選挙区,07,前,6,公明,,,,,
2021-10-31,♂男性,48,立民,静岡県,源馬 謙太郎♂(48),元静岡県議会議員、元衆議院環境委員会理事,0,1,議員,小選挙区,08,前,2,-,,,,,
2021-10-31,♂男性,57,自民,愛知県,熊田 裕通♂(57),元総務副大臣、元愛知県議会議員,0,1,大臣,小選挙区,01,前,4,公明,,,,,
2021-10-31,♂男性,55,国民,愛知県,古川 元久♂(55),国民民主党国会対策委員長、元国家戦略担当大臣,0,1,政党役職,小選挙区,02,前,9,-,,,,,
2021-10-31,♂男性,63,立民,愛知県,近藤 昭一♂(63),元環境副大臣、元衆議院総務委員長,0,1,大臣,小選挙区,03,前,9,-,,,,,
2021-10-31,♂男性,56,自民,愛知県,工藤 彰三♂(56),元国土交通政務官、元名古屋市議会議員,0,1,政務官,小選挙区,04,前,4,公明,,,,,
2021-10-31,♂男性,58,自民,愛知県,神田 憲次♂(58),元内閣府政務官、税理士,0,1,政務官,小選挙区,05,前,4,公明,,,,,
2021-10-31,♂男性,48,自民,愛知県,丹羽 秀樹♂(48),元文部科学副大臣、元自民党国会対策副委員長,0,1,大臣,小選挙区,06,前,6,公明,,,,,
2021-10-31,♂男性,63,自民,愛知県,鈴木 淳司♂(63),元総務副大臣、元経済産業副大臣,0,1,大臣,小選挙区,07,前,6,公明,,,,,
2021-10-31,♂男性,57,自民,愛知県,伊藤 忠彦♂(57),元環境副大臣、元自民党副幹事長,0,1,大臣,小選挙区,08,前,5,公明,,,,,
2021-10-31,♂男性,64,自民,愛知県,長坂 康正♂(64),元経済産業副大臣、元復興政務官,0,1,大臣,小選挙区,09,前,4,公明,,,,,
2021-10-31,♂男性,78,自民,愛知県,江崎 鉄磨♂(78),元沖縄・北方担当大臣、元衆議院法務委員長,0,1,大臣,小選挙区,10,前,8,公明,,,,,
2021-10-31,♂男性,74,自民,愛知県,八木 哲也♂(74),元環境政務官、元自民党副幹事長,0,1,政務官,小選挙区,11,前,4,-,,,,,
2021-10-31,♂男性,50,立民,愛知県,重徳 和彦♂(50),元総務省課長補佐、立憲民主党副幹事長,0,1,政治スタッフ,小選挙区,12,前,4,-,,,,,
2021-10-31,♂男性,50,立民,愛知県,大西 健介♂(50),立憲民主党政務調査会長代理、元衆議院議員秘書,0,1,政党役職,小選挙区,13,前,5,-,,,,,
2021-10-31,♂男性,37,自民,愛知県,今枝 宗一郎♂(37),元財務政務官、医師,0,1,政務官,小選挙区,14,前,4,公明,,,,,
2021-10-31,♂男性,56,自民,愛知県,根本 幸典♂(56),元国土交通政務官、元愛知県豊橋市議会議員,0,1,政務官,小選挙区,15,前,4,公明,,,,,
2021-10-31,♂男性,56,自民,三重県,田村 憲久♂(56),元厚生労働大臣、元自民党政務調査会長代理,0,1,大臣,小選挙区,01,前,9,公明,,,,,
2021-10-31,♂男性,39,自民,三重県,川崎 秀人♂(39),元衆議院議員秘書、元ＮＴＴドコモ社員,0,1,議員,小選挙区,02,新,1,公明,,,,,
2021-10-31,♂男性,68,立民,三重県,岡田 克也♂(68),元民進党代表、元副総理,0,1,政党役職,小選挙区,03,前,11,社民県連合,,,,,
2021-10-31,♂男性,47,自民,三重県,鈴木 英敬♂(47),元三重県知事、元経済産業省課長補佐,0,1,首長,小選挙区,04,新,1,公明,,,,,
2021-10-31,♂男性,49,自民,滋賀県,大岡 敏孝♂(49),環境副大臣、元財務政務官,0,1,大臣,小選挙区,01,前,4,公明,,,,,
2021-10-31,♂男性,56,自民,滋賀県,上野 賢一郎♂(56),元財務副大臣、元自民党副幹事長,0,1,大臣,小選挙区,02,前,5,公明,,,,,
2021-10-31,♂男性,49,自民,滋賀県,武村 展英♂(49),元内閣府政務官、自民党滋賀県連会長,0,1,政務官,小選挙区,03,前,4,公明,,,,,
2021-10-31,♂男性,61,自民,滋賀県,小寺 裕雄♂(61),内閣府政務官、元滋賀県議会議員,0,1,政務官,小選挙区,04,前,2,公明,,,,,
2021-10-31,♂男性,47,自民,京都府,勝目 康♂(47),元総務省室長、元京都府総務部長,0,1,その他,小選挙区,01,新,1,公明,,,,,
2021-10-31,♂男性,59,国民,京都府,前原 誠司♂(59),国民民主党代表代行、元外務大臣,0,1,政党役職,小選挙区,02,前,10,-,,,,,
2021-10-31,♂男性,47,立民,京都府,泉 健太♂(47),立憲民主党政務調査会長、元内閣府政務官,0,1,政党役職,小選挙区,03,前,8,-,,,,,
2021-10-31,♂男性,54,無,京都府,北神 圭朗♂(54),京都先端科学大学特別招聘客員教授、元総理大臣補佐官,0,1,教員,小選挙区,04,元,4,-,,,,,
2021-10-31,♂男性,47,自民,京都府,本田 太郎♂(47),外務政務官、弁護士,0,1,政務官,小選挙区,05,前,2,公明,,,,,
2021-10-31,♂男性,59,立民,京都府,山井 和則♂(59),立憲民主党国会対策筆頭副委員長、元厚生労働政務官,0,1,政党役職,小選挙区,06,前,8,-,,,,,
2021-10-31,♂男性,50,維新,大阪府,井上 英孝♂(50),日本維新の会組織局長、元大阪市議会議員,0,1,その他,小選挙区,01,前,4,-,,,,,
2021-10-31,♂男性,40,維新,大阪府,守島 正♂(40),元大阪市議会議員、大阪維新の会政務調査会長,0,1,議員,小選挙区,02,新,1,-,,,,,
2021-10-31,♂男性,62,公明,大阪府,佐藤 茂樹♂(62),公明党幹事長代理、元厚生労働副大臣,0,1,政党役職,小選挙区,03,前,10,自民,,,,,
2021-10-31,♂男性,60,維新,大阪府,美延 映夫♂(60),元大阪市議会議員、日本維新の会災害対策部会長,0,1,議員,小選挙区,04,前,2,-,,,,,
2021-10-31,♂男性,46,公明,大阪府,国重 徹♂(46),元総務政務官、弁護士,0,1,政務官,小選挙区,05,前,4,自民,,,,,
2021-10-31,♂男性,46,公明,大阪府,伊佐 進一♂(46),元財務政務官、公明党厚生労働部会長,0,1,政務官,小選挙区,06,前,4,自民,,,,,
2021-10-31,♂男性,46,維新,大阪府,奥下 剛光♂(46),元大阪市長秘書、元衆議院議員秘書,0,1,首長,小選挙区,07,新,1,-,,,,,
2021-10-31,♂男性,47,維新,大阪府,漆間 譲司♂(47),元大阪府議会議員、運輸・サービス会社役員,0,1,議員,小選挙区,08,新,1,-,,,,,
2021-10-31,♂男性,56,維新,大阪府,足立 康史♂(56),日本維新の会幹事長代理、元経済産業省大臣官房参事官,0,1,政党役職,小選挙区,09,前,4,-,,,,,
2021-10-31,♂男性,46,維新,大阪府,池下 卓♂(46),元大阪府議会議員、税理士,0,1,議員,小選挙区,10,新,1,-,,,,,
2021-10-31,♂男性,65,維新,大阪府,中司 宏♂(65),元大阪府議会議員、元大阪府枚方市長,0,1,議員,小選挙区,11,新,1,-,,,,,
2021-10-31,♂男性,40,維新,大阪府,藤田 文武♂(40),日本維新の会国会議員団政務調査会副会長、障害者福祉施設運営会社社長,0,1,議員,小選挙区,12,前,2,-,,,,,
2021-10-31,♂男性,41,維新,大阪府,岩谷 良平♂(41),元大阪府議会議員、元米国カフェチェーン日本本部社長,0,1,議員,小選挙区,13,新,1,-,,,,,
2021-10-31,♂男性,42,維新,大阪府,青柳 仁士♂(42),元国連職員、元ＪＩＣＡ職員,0,1,官僚,小選挙区,14,新,1,-,,,,,
2021-10-31,♂男性,48,維新,大阪府,浦野 靖人♂(48),日本維新の会国会議員団政務調査会長、元大阪府議会議員,0,1,議員,小選挙区,15,前,4,-,,,,,
2021-10-31,♂男性,68,公明,大阪府,北側 一雄♂(68),公明党副代表、元国土交通大臣,0,1,政党役職,小選挙区,16,前,10,自民,,,,,
