年月,DI,未使用1,経営動向・景況感,現状・見通,変化,未使用4,ジョブカテゴリ,カウント
2012-06-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,251
2012-06-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,642
2012-06-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,74
2012-06-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,3
2012-07-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,37
2012-07-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,315
2012-07-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,611
2012-07-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,37
2012-07-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,0
2012-08-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,31
2012-08-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,314
2012-08-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,597
2012-08-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,59
2012-08-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,0
2012-09-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,14
2012-09-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,347
2012-09-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,586
2012-09-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,53
2012-09-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,0
2012-10-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,36
2012-10-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,333
2012-10-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,594
2012-10-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,36
2012-10-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,0
2012-11-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,55
2012-11-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,372
2012-11-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,511
2012-11-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,58
2012-11-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,4
2012-12-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,36
2012-12-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,296
2012-12-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,593
2012-12-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,75
2012-12-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,0
2013-01-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,29
2013-01-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,304
2013-01-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,605
2013-01-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,58
2013-01-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,4
2013-02-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,37
2013-02-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,283
2013-02-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,606
2013-02-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,74
2013-02-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,0
2013-03-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,23
2013-03-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,272
2013-03-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,604
2013-03-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,98
2013-03-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,4
2013-04-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,34
2013-04-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,267
2013-04-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,602
2013-04-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,98
2013-04-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,0
2013-05-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,23
2013-05-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,252
2013-05-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,607
2013-05-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,115
2013-05-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,4
2013-06-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,15
2013-06-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,189
2013-06-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,664
2013-06-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,132
2013-06-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,0
2013-07-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,15
2013-07-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,204
2013-07-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,645
2013-07-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,136
2013-07-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,0
2013-08-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,16
2013-08-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,189
2013-08-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,643
2013-08-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,148
2013-08-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,4
2013-09-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,12
2013-09-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,177
2013-09-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,675
2013-09-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,137
2013-09-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,0
2013-10-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,12
2013-10-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,162
2013-10-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,665
2013-10-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,158
2013-10-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,4
2013-11-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,8
2013-11-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,125
2013-11-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,639
2013-11-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,224
2013-11-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,4
2013-12-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,19
2013-12-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,130
2013-12-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,640
2013-12-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,203
2013-12-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,8
2014-01-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,17
2014-01-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,167
2014-01-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,608
2014-01-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,204
2014-01-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,4
2014-02-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,8
2014-02-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,124
2014-02-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,591
2014-02-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,269
2014-02-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,8
2014-03-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,33
2014-03-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,180
2014-03-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,455
2014-03-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,287
2014-03-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,45
2014-04-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,45
2014-04-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,412
2014-04-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,429
2014-04-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,114
2014-04-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,0
2014-05-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,30
2014-05-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,250
2014-05-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,530
2014-05-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,181
2014-05-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,9
2014-06-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,30
2014-06-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,192
2014-06-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,585
2014-06-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,184
2014-06-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,9
2014-07-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,30
2014-07-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,192
2014-07-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,641
2014-07-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,132
2014-07-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,4
2014-08-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,25
2014-08-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,120
2014-08-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,707
2014-08-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,145
2014-08-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,4
2014-09-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,31
2014-09-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,179
2014-09-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,704
2014-09-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,81
2014-09-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,4
2014-10-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,45
2014-10-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,230
2014-10-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,640
2014-10-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,81
2014-10-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,5
2014-11-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,32
2014-11-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,290
2014-11-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,599
2014-11-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,74
2014-11-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,5
2014-12-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,20
2014-12-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,214
2014-12-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,658
2014-12-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,107
2014-12-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,0
2015-01-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,36
2015-01-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,189
2015-01-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,649
2015-01-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,126
2015-01-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,0
2015-02-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,22
2015-02-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,164
2015-02-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,693
2015-02-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,120
2015-02-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,0
2015-03-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,31
2015-03-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,181
2015-03-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,668
2015-03-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,111
2015-03-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,9
2015-04-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,27
2015-04-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,67
2015-04-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,596
2015-04-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,298
2015-04-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,13
2015-05-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,18
2015-05-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,58
2015-05-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,637
2015-05-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,283
2015-05-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,4
2015-06-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,14
2015-06-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,139
2015-06-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,657
2015-06-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,181
2015-06-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,9
2015-07-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,9
2015-07-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,154
2015-07-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,623
2015-07-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,215
2015-07-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,0
2015-08-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,14
2015-08-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,144
2015-08-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,649
2015-08-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,189
2015-08-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,5
2015-09-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,18
2015-09-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,171
2015-09-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,636
2015-09-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,175
2015-09-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,0
2015-10-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,9
2015-10-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,151
2015-10-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,662
2015-10-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,178
2015-10-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,0
2015-11-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,13
2015-11-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,263
2015-11-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,580
2015-11-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,143
2015-11-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,0
2015-12-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,23
2015-12-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,216
2015-12-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,667
2015-12-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,86
2015-12-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,9
2016-01-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,23
2016-01-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,159
2016-01-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,695
2016-01-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,118
2016-01-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,5
2016-02-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,9
2016-02-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,127
2016-02-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,689
2016-02-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,170
2016-02-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,5
2016-03-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,14
2016-03-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,220
2016-03-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,651
2016-03-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,115
2016-03-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,0
2016-04-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,14
2016-04-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,215
2016-04-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,656
2016-04-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,115
2016-04-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,0
2016-05-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,15
2016-05-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,300
2016-05-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,606
2016-05-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,79
2016-05-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,0
2016-06-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,10
2016-06-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,287
2016-06-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,634
2016-06-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,69
2016-06-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,0
2016-07-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,30
2016-07-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,225
2016-07-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,645
2016-07-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,100
2016-07-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,0
2016-08-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,29
2016-08-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,341
2016-08-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,576
2016-08-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,49
2016-08-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,5
2016-09-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,34
2016-09-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,354
2016-09-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,583
2016-09-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,24
2016-09-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,5
2016-10-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,15
2016-10-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,224
2016-10-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,693
2016-10-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,68
2016-10-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,0
2016-11-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,10
2016-11-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,221
2016-11-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,642
2016-11-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,127
2016-11-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,0
2016-12-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,5
2016-12-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,194
2016-12-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,706
2016-12-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,95
2016-12-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,0
2017-01-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,0
2017-01-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,296
2017-01-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,650
2017-01-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,54
2017-01-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,0
2017-02-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,5
2017-02-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,305
2017-02-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,630
2017-02-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,60
2017-02-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,0
2017-03-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,5
2017-03-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,272
2017-03-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,658
2017-03-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,59
2017-03-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,5
2017-04-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,9
2017-04-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,226
2017-04-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,665
2017-04-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,99
2017-04-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,0
2017-05-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,9
2017-05-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,299
2017-05-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,621
2017-05-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,71
2017-05-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,0
2017-06-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,11
2017-06-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,294
2017-06-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,616
2017-06-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,79
2017-06-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,0
2017-07-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,15
2017-07-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,274
2017-07-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,640
2017-07-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,71
2017-07-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,0
2017-08-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,10
2017-08-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,257
2017-08-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,655
2017-08-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,78
2017-08-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,0
2017-09-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,15
2017-09-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,264
2017-09-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,640
2017-09-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,71
2017-09-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,10
2017-10-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,31
2017-10-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,330
2017-10-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,598
2017-10-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,41
2017-10-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,0
2017-11-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,34
2017-11-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,260
2017-11-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,647
2017-11-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,59
2017-11-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,0
2017-12-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,20
2017-12-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,197
2017-12-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,616
2017-12-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,152
2017-12-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,15
2018-01-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,10
2018-01-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,192
2018-01-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,692
2018-01-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,101
2018-01-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,5
2018-02-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,25
2018-02-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,203
2018-02-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,683
2018-02-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,89
2018-02-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,0
2018-03-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,15
2018-03-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,248
2018-03-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,658
2018-03-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,79
2018-03-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,0
2018-04-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,10
2018-04-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,317
2018-04-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,599
2018-04-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,69
2018-04-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,5
2018-05-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,40
2018-05-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,300
2018-05-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,610
2018-05-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,50
2018-05-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,0
2018-06-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,20
2018-06-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,250
2018-06-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,632
2018-06-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,93
2018-06-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,5
2018-07-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,10
2018-07-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,211
2018-07-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,634
2018-07-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,139
2018-07-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,5
2018-08-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,16
2018-08-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,187
2018-08-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,679
2018-08-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,112
2018-08-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,5
2018-09-01,中核店舗景気判断DI,,景況感,現状,かなり不安,,,11
2018-09-01,中核店舗景気判断DI,,景況感,現状,やや不安,,,189
2018-09-01,中核店舗景気判断DI,,景況感,現状,変わらない,,,658
2018-09-01,中核店舗景気判断DI,,景況感,現状,やや明るい,,,126
2018-09-01,中核店舗景気判断DI,,景況感,現状,かなり明るい,,,16
