年月,DI,未使用1,経営動向・景況感,現状・見通,変化,未使用4,ジョブカテゴリ,カウント
2015-10-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,90
2015-10-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,630
2015-10-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,3350
2015-10-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,5290
2015-10-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,630
2015-11-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,230
2015-11-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,950
2015-11-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,4770
2015-11-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,3740
2015-11-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,320
2015-12-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,90
2015-12-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,1300
2015-12-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,4310
2015-12-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,4030
2015-12-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,280
2016-01-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,90
2016-01-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,1200
2016-01-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,4680
2016-01-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,3700
2016-01-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,320
2016-02-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,50
2016-02-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,780
2016-02-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,4370
2016-02-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,4470
2016-02-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,340
2016-03-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,150
2016-03-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,490
2016-03-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,4630
2016-03-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,4290
2016-03-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,440
2016-04-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,50
2016-04-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,850
2016-04-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,5500
2016-04-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,3250
2016-04-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,350
2016-05-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,150
2016-05-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,1320
2016-05-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,5430
2016-05-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,2890
2016-05-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,200
2016-06-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,50
2016-06-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,1120
2016-06-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,5630
2016-06-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,3050
2016-06-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,150
2016-07-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,50
2016-07-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,870
2016-07-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,6480
2016-07-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,2350
2016-07-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,260
2016-08-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,150
2016-08-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,1460
2016-08-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,5130
2016-08-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,3020
2016-08-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,250
2016-09-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,100
2016-09-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,1090
2016-09-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,4580
2016-09-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,3680
2016-09-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,550
2016-10-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,100
2016-10-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,410
2016-10-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,3100
2016-10-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,5030
2016-10-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,1370
2016-11-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,50
2016-11-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,460
2016-11-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,3300
2016-11-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,5230
2016-11-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,960
2016-12-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,100
2016-12-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,620
2016-12-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,3850
2016-12-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,4920
2016-12-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,510
2017-01-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,210
2017-01-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,770
2017-01-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,4150
2017-01-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,4510
2017-01-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,360
2017-02-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,460
2017-02-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,1020
2017-02-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,5150
2017-02-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,3210
2017-02-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,150
2017-03-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,250
2017-03-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,1010
2017-03-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,5400
2017-03-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,3230
2017-03-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,100
2017-04-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,340
2017-04-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,730
2017-04-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,5920
2017-04-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,2910
2017-04-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,100
2017-05-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,290
2017-05-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,1170
2017-05-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,6050
2017-05-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,2390
2017-05-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,100
2017-06-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,290
2017-06-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,1490
2017-06-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,5630
2017-06-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,2410
2017-06-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,170
2017-07-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,470
2017-07-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,2180
2017-07-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,4920
2017-07-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,2280
2017-07-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,160
2017-08-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,300
2017-08-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,900
2017-08-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,4780
2017-08-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,3830
2017-08-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,200
2017-09-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,310
2017-09-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,1040
2017-09-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,5230
2017-09-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,3160
2017-09-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,260
2017-10-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,1000
2017-10-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,1420
2017-10-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,4470
2017-10-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,2790
2017-10-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,320
2017-11-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,350
2017-11-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,1260
2017-11-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,4470
2017-11-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,3620
2017-11-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,300
2017-12-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,100
2017-12-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,570
2017-12-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,3320
2017-12-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,5230
2017-12-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,780
2018-01-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,100
2018-01-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,470
2018-01-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,2640
2018-01-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,5650
2018-01-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,1140
2018-02-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,50
2018-02-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,460
2018-02-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,3600
2018-02-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,4970
2018-02-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,910
2018-03-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,260
2018-03-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,1120
2018-03-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,4950
2018-03-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,3520
2018-03-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,150
2018-04-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,410
2018-04-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,1980
2018-04-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,5430
2018-04-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,2080
2018-04-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,100
2018-05-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,210
2018-05-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,1950
2018-05-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,5440
2018-05-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,2150
2018-05-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,260
2018-06-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,150
2018-06-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,1700
2018-06-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,5400
2018-06-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,2500
2018-06-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,250
2018-07-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,50
2018-07-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,960
2018-07-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,4150
2018-07-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,4410
2018-07-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,430
2018-08-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,110
2018-08-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,770
2018-08-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,4150
2018-08-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,4540
2018-08-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,440
2018-09-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,220
2018-09-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,750
2018-09-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,4520
2018-09-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,4300
2018-09-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,220
2018-10-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,60
2018-10-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,550
2018-10-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,5520
2018-10-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,3700
2018-10-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,170
2018-11-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,380
2018-11-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,2260
2018-11-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,5160
2018-11-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,2200
2018-11-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,0
2018-12-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,850
2018-12-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,2710
2018-12-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,4580
2018-12-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,1860
2018-12-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,0
2019-01-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,710
2019-01-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,2990
2019-01-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,4620
2019-01-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,1630
2019-01-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,50
2019-02-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,590
2019-02-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,2830
2019-02-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,4920
2019-02-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,1600
2019-02-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,50
2019-03-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,420
2019-03-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,2490
2019-03-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,4970
2019-03-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,1850
2019-03-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,260
2019-04-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,220
2019-04-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,1420
2019-04-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,5790
2019-04-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,2350
2019-04-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,220
2019-05-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,210
2019-05-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,1230
2019-05-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,6100
2019-05-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,2250
2019-05-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,210
2019-06-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,210
2019-06-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,1380
2019-06-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,5800
2019-06-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,2550
2019-06-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,50
2019-07-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,390
2019-07-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,1840
2019-07-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,5030
2019-07-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,2680
2019-07-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,60
2019-08-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,300
2019-08-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,2010
2019-08-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,5490
2019-08-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,2130
2019-08-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,60
2019-09-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,480
2019-09-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,1690
2019-09-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,5120
2019-09-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,2590
2019-09-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,120
2019-10-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,280
2019-10-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,1830
2019-10-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,5720
2019-10-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,2060
2019-10-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,110
2019-11-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,60
2019-11-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,1550
2019-11-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,5480
2019-11-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,2620
2019-11-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,300
2019-12-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,110
2019-12-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,1390
2019-12-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,5670
2019-12-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,2830
2019-12-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,0
2020-01-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,340
2020-01-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,2600
2020-01-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,5650
2020-01-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,1410
